target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
12,Vega,5,5014,19,19,8L19693,2,Træna,0.004344400283768131,1,-0.1308207319968299,300,140
12,Vega,5,5014,1273,1273,8N05588,8,Lovund,0.002984044778824246,2,-0.1308207319968299,300,139
12,Vega,5,5014,4642,4642,8816921,6,Indre Kvarøy,0.002606934229274722,3,-0.1308207319968299,300,132
12,Vega,5,5014,4859,4859,8934077,5,Hestmannøy,0.0025246430031074093,4,-0.1308207319968299,300,146
12,Vega,5,5014,1133,1133,8N05101,14,Lauvøya,0.0017807797730349385,5,-0.1308207319968299,300,146
12,Vega,5,5014,5030,5030,8939460,3,Selvær,0.0017366955465990567,6,-0.1308207319968299,300,145
12,Vega,5,5014,4425,4425,8747732,7,Onøy og Lurøy,0.0016539962078275761,7,-0.1308207319968299,300,139
12,Vega,5,5014,1060,1060,8M72707,6,Indre Kvarøy,0.0015490466033169614,8,-0.1308207319968299,300,139
12,Vega,5,5014,4531,4531,8800146,9,Sleneset,0.0014514814050473929,9,-0.1308207319968299,300,141
12,Vega,5,5014,5130,5130,8943429,2,Træna,0.0014488765028509583,10,-0.1308207319968299,300,144
12,Vega,5,5014,2545,2545,8N42642,7,Onøy og Lurøy,0.0014399267043743928,11,-0.1308207319968299,300,132
12,Vega,5,5014,3682,3682,8P14696,2,Træna,0.001388967851097192,12,-0.1308207319968299,300,142
12,Vega,5,5014,2399,2399,8N28695,5,Hestmannøy,0.0013710915039698876,13,-0.1308207319968299,300,135
12,Vega,5,5014,3673,3673,8P14585,8,Lovund,0.0013469384674149017,14,-0.1308207319968299,300,135
12,Vega,5,5014,1798,1798,8N13927,5,Hestmannøy,0.0013120472997594829,15,-0.1308207319968299,300,129
12,Vega,5,5014,3907,3907,8309251,5,Hestmannøy,0.0013023692650799246,16,-0.1308207319968299,300,135
12,Vega,5,5014,1663,1663,8N13426,2,Træna,0.0013016533482324486,17,-0.1308207319968299,300,136
12,Vega,5,5014,2600,2600,8N42952,4,Gjerøy,0.0012700625320436268,18,-0.1308207319968299,300,138
12,Vega,5,5014,4533,4533,8800151,9,Sleneset,0.0012467272014979622,19,-0.1308207319968299,300,138
12,Vega,5,5014,1139,1139,8N05128,14,Lauvøya,0.0012426340037645022,20,-0.1308207319968299,300,140
12,Vega,5,5014,4003,4003,8651870,5,Hestmannøy,0.001241319076676848,21,-0.1308207319968299,300,141
12,Vega,5,5014,2471,2471,8N42114,8,Lovund,0.0012287500152784233,22,-0.1308207319968299,300,151
12,Vega,5,5014,4787,4787,8887406,10,Aldra,0.0011733481472891553,23,-0.1308207319968299,300,144
12,Vega,5,5014,5019,5019,8939377,7,Onøy og Lurøy,0.0011620043779701913,24,-0.1308207319968299,300,132
12,Vega,5,5014,5077,5077,8939768,5,Hestmannøy,0.0011446194981039337,25,-0.1308207319968299,300,141
12,Vega,5,5014,1481,1481,8N06486,14,Lauvøya,0.0011393801941485514,26,-0.1308207319968299,300,133
12,Vega,5,5014,3060,3060,8N73696,13,Vikna,0.0011367060166563446,27,-0.1308207319968299,300,148
12,Vega,5,5014,5095,5095,8943009,5,Hestmannøy,0.0011260769062551104,28,-0.1308207319968299,300,141
12,Vega,5,5014,467,467,8L64933,5,Hestmannøy,0.0010974719655207836,29,-0.1308207319968299,300,143
12,Vega,5,5014,107,107,8L30500,2,Træna,0.0010905474536667356,30,-0.1308207319968299,300,150
12,Vega,5,5014,1941,1941,8N14541,11,Leka,0.0010848442439392494,31,-0.1308207319968299,300,142
12,Vega,5,5014,263,263,8L52223,8,Lovund,0.0010811816684534838,32,-0.1308207319968299,300,141
12,Vega,5,5014,3117,3117,8N87052,5,Hestmannøy,0.0010758202852849254,33,-0.1308207319968299,300,140
12,Vega,5,5014,524,524,8L89399,6,Indre Kvarøy,0.0010704303979839152,34,-0.1308207319968299,300,131
12,Vega,5,5014,2451,2451,8N28898,14,Lauvøya,0.0010560589767309992,35,-0.1308207319968299,300,121
12,Vega,5,5014,5242,5242,8981657,2,Træna,0.0010426767234692884,36,-0.1308207319968299,300,147
12,Vega,5,5014,2275,2275,8N27835,6,Indre Kvarøy,0.0010383232677763548,37,-0.1308207319968299,300,146
12,Vega,5,5014,1775,1775,8N13699,13,Vikna,0.0010214547158423058,38,-0.1308207319968299,300,144
12,Vega,5,5014,672,672,8M31338,5,Hestmannøy,0.00102103231609024,39,-0.1308207319968299,300,148
12,Vega,5,5014,3605,3605,8P11894,14,Lauvøya,0.0010201325183385442,40,-0.1308207319968299,300,139
12,Vega,5,5014,209,209,8L48609,6,Indre Kvarøy,0.000998132579725274,41,-0.1308207319968299,300,140
12,Vega,5,5014,159,159,8L48314,5,Hestmannøy,0.0009886387371416652,42,-0.1308207319968299,300,132
12,Vega,5,5014,3655,3655,8P14333,14,Lauvøya,0.000984531359829967,43,-0.1308207319968299,300,142
12,Vega,5,5014,403,403,8L64173,6,Indre Kvarøy,0.0009828435895336974,44,-0.1308207319968299,300,147
12,Vega,5,5014,4594,4594,8800489,10,Aldra,0.0009744254989066275,45,-0.1308207319968299,300,138
12,Vega,5,5014,4952,4952,8934884,2,Træna,0.0009583570603463999,46,-0.1308207319968299,300,144
12,Vega,5,5014,3648,3648,8P14278,4,Gjerøy,0.0009575079136818121,47,-0.1308207319968299,300,154
12,Vega,5,5014,39,39,8L19921,5,Hestmannøy,0.000950992109631781,48,-0.1308207319968299,300,150
12,Vega,5,5014,671,671,8M31337,5,Hestmannøy,0.0009472517289210612,49,-0.1308207319968299,300,153
12,Vega,5,5014,3956,3956,8573989,3,Selvær,0.0009401340611704364,50,-0.1308207319968299,300,147
12,Vega,5,5014,3976,3976,8651548,4,Gjerøy,0.0009283892301014059,51,-0.1308207319968299,300,146
12,Vega,5,5014,734,734,8M31713,5,Hestmannøy,0.0009174501753657313,52,-0.1308207319968299,300,150
12,Vega,5,5014,1985,1985,8N14587,11,Leka,0.0009108123959139652,53,-0.1308207319968299,300,136
12,Vega,5,5014,4168,4168,8730497,4,Gjerøy,0.0008937794170554392,54,-0.1308207319968299,300,138
12,Vega,5,5014,170,170,8L48415,7,Onøy og Lurøy,0.0008855441178782953,55,-0.1308207319968299,300,134
12,Vega,5,5014,2294,2294,8N27906,6,Indre Kvarøy,0.0008854907140970075,56,-0.1308207319968299,300,139
12,Vega,5,5014,831,831,8M71231,6,Indre Kvarøy,0.0008794383825879032,57,-0.1308207319968299,300,146
12,Vega,5,5014,1348,1348,8N05682,14,Lauvøya,0.0008793790399078712,58,-0.1308207319968299,300,127
12,Vega,5,5014,1246,1246,8N05438,6,Indre Kvarøy,0.0008749975981442098,59,-0.1308207319968299,300,146
12,Vega,5,5014,90,90,8L30300,5,Hestmannøy,0.0008515482527120797,60,-0.1308207319968299,300,132
12,Vega,5,5014,5134,5134,8943470,2,Træna,0.0008511922971944667,61,-0.1308207319968299,300,125
12,Vega,5,5014,686,686,8M31435,4,Gjerøy,0.0008508413617780632,62,-0.1308207319968299,300,135
12,Vega,5,5014,397,397,8L64142,8,Lovund,0.0008506530089384802,63,-0.1308207319968299,300,155
12,Vega,5,5014,498,498,8L89326,10,Aldra,0.0008505675128519126,64,-0.1308207319968299,300,131
12,Vega,5,5014,2958,2958,8N73533,5,Hestmannøy,0.0008458554982686144,65,-0.1308207319968299,300,146
12,Vega,5,5014,1988,1988,8N14590,11,Leka,0.0008422192547763507,66,-0.1308207319968299,300,140
12,Vega,5,5014,2323,2323,8N28041,6,Indre Kvarøy,0.0008399144213940662,67,-0.1308207319968299,300,140
12,Vega,5,5014,2730,2730,8N72823,14,Lauvøya,0.0008380251439070931,68,-0.1308207319968299,300,145
12,Vega,5,5014,2569,2569,8N42716,4,Gjerøy,0.0008354471333068992,69,-0.1308207319968299,300,140
12,Vega,5,5014,3906,3906,8309231,13,Vikna,0.0008306649887533897,70,-0.1308207319968299,300,141
12,Vega,5,5014,4080,4080,8681200,4,Gjerøy,0.0008250982221577809,71,-0.1308207319968299,300,137
12,Vega,5,5014,867,867,8M71321,5,Hestmannøy,0.000822721570713079,72,-0.1308207319968299,300,150
12,Vega,5,5014,2604,2604,8N42987,14,Lauvøya,0.0008196600949329625,73,-0.1308207319968299,300,136
12,Vega,5,5014,4432,4432,8747740,6,Indre Kvarøy,0.0008181370516061409,74,-0.1308207319968299,300,148
12,Vega,5,5014,2273,2273,8N27830,6,Indre Kvarøy,0.000810226501053409,75,-0.1308207319968299,300,143
12,Vega,5,5014,3498,3498,8P11051,9,Sleneset,0.0008031722962196249,76,-0.1308207319968299,300,147
12,Vega,5,5014,4890,4890,8934329,5,Hestmannøy,0.0007942360625621842,77,-0.1308207319968299,300,141
12,Vega,5,5014,2341,2341,8N28224,8,Lovund,0.0007924553406323365,78,-0.1308207319968299,300,144
12,Vega,5,5014,3558,3558,8P11559,14,Lauvøya,0.0007841200805652267,79,-0.1308207319968299,300,139
12,Vega,5,5014,4673,4673,8857230,5,Hestmannøy,0.0007809021132635461,80,-0.1308207319968299,300,136
12,Vega,5,5014,3784,3784,8N14980,6,Indre Kvarøy,0.000778343426660153,81,-0.1308207319968299,300,132
12,Vega,5,5014,5101,5101,8943039,4,Gjerøy,0.0007781653339031587,82,-0.1308207319968299,300,135
12,Vega,5,5014,1386,1386,8N05797,10,Aldra,0.0007763065497955463,83,-0.1308207319968299,300,141
12,Vega,5,5014,3308,3308,8N87774,5,Hestmannøy,0.0007690085757394463,84,-0.1308207319968299,300,127
12,Vega,5,5014,5278,5278,8981850,6,Indre Kvarøy,0.0007667975522246443,85,-0.1308207319968299,300,135
12,Vega,5,5014,638,638,8M31212,11,Leka,0.000763302653034697,86,-0.1308207319968299,300,141
12,Vega,5,5014,4390,4390,8747590,2,Træna,0.0007558639075197668,87,-0.1308207319968299,300,128
12,Vega,5,5014,718,718,8M31583,5,Hestmannøy,0.0007553558016466285,88,-0.1308207319968299,300,148
12,Vega,5,5014,2214,2214,8N27307,5,Hestmannøy,0.0007540000329637951,89,-0.1308207319968299,300,152
12,Vega,5,5014,124,124,8L30761,10,Aldra,0.0007531333371986823,90,-0.1308207319968299,300,133
12,Vega,5,5014,2740,2740,8N72908,13,Vikna,0.0007467637725379593,91,-0.1308207319968299,300,139
12,Vega,5,5014,2806,2806,8N73052,5,Hestmannøy,0.0007364201263614568,92,-0.1308207319968299,300,145
12,Vega,5,5014,660,660,8M31297,6,Indre Kvarøy,0.0007361633092612282,93,-0.1308207319968299,300,138
12,Vega,5,5014,695,695,8M31497,4,Gjerøy,0.0007284160406059979,94,-0.1308207319968299,300,146
12,Vega,5,5014,128,128,8L30782,4,Gjerøy,0.0007254724463474894,95,-0.1308207319968299,300,143
12,Vega,5,5014,212,212,8L48651,5,Hestmannøy,0.0007247756749658407,96,-0.1308207319968299,300,141
12,Vega,5,5014,1230,1230,8N05301,13,Vikna,0.0007240983746741814,97,-0.1308207319968299,300,144
12,Vega,5,5014,5211,5211,8981277,5,Hestmannøy,0.000720151339909986,98,-0.1308207319968299,300,139
12,Vega,5,5014,3872,3872,8168650,5,Hestmannøy,0.0007115751575708869,99,-0.1308207319968299,300,133
12,Vega,5,5014,3532,3532,8P11532,14,Lauvøya,0.0007096639798896873,100,-0.1308207319968299,300,137
12,Vega,5,5014,2993,2993,8N73628,13,Vikna,0.0007093684018127693,101,-0.1308207319968299,300,136
12,Vega,5,5014,5193,5193,8981180,11,Leka,0.0007023756870486196,102,-0.1308207319968299,300,134
12,Vega,5,5014,965,965,8M72218,8,Lovund,0.0007014044155959835,103,-0.1308207319968299,300,136
12,Vega,5,5014,4306,4306,8747114,6,Indre Kvarøy,0.000695200885312895,104,-0.1308207319968299,300,145
12,Vega,5,5014,1094,1094,8M72897,6,Indre Kvarøy,0.0006941411019248323,105,-0.1308207319968299,300,151
12,Vega,5,5014,2420,2420,8N28784,14,Lauvøya,0.000691361915827348,106,-0.1308207319968299,300,147
