target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations
12,Southern 2,3,3014,1469,1469,8N06367,0,Nesøy,0.011648590199621979,1,-0.10314321999983324,50
12,Southern 2,3,3014,1139,1139,8N05128,14,Southern 4,0.011111362819092245,2,-0.10314321999983324,50
12,Southern 2,3,3014,3017,3017,8N73652,13,Southern 3,0.009125484670173063,3,-0.10314321999983324,50
12,Southern 2,3,3014,3424,3424,8N87920,13,Southern 3,0.008958301660031035,4,-0.10314321999983324,50
12,Southern 2,3,3014,1457,1457,8N06293,2,Træna,0.008535825822523053,5,-0.10314321999983324,50
12,Southern 2,3,3014,3866,3866,8168638,5,Hestmannøy,0.008486957659732442,6,-0.10314321999983324,50
12,Southern 2,3,3014,677,677,8M31365,4,Gjerøy,0.008420778451096424,7,-0.10314321999983324,50
12,Southern 2,3,3014,3008,3008,8N73643,13,Southern 3,0.0081042755840865,8,-0.10314321999983324,50
12,Southern 2,3,3014,2330,2330,8N28091,2,Træna,0.008040403592660913,9,-0.10314321999983324,50
12,Southern 2,3,3014,2517,2517,8N42505,5,Hestmannøy,0.007984894164065913,10,-0.10314321999983324,50
12,Southern 2,3,3014,4854,4854,8934064,5,Hestmannøy,0.007516840527608207,11,-0.10314321999983324,50
12,Southern 2,3,3014,4152,4152,8730444,1,Myken,0.007402872575647086,12,-0.10314321999983324,50
12,Southern 2,3,3014,3295,3295,8N87701,5,Hestmannøy,0.00698283427794187,13,-0.10314321999983324,50
12,Southern 2,3,3014,1135,1135,8N05114,14,Southern 4,0.006923223358091761,14,-0.10314321999983324,50
12,Southern 2,3,3014,873,873,8M71328,11,Southern 1,0.006751347043796461,15,-0.10314321999983324,50
12,Southern 2,3,3014,5293,5293,8981955,3,Selvær,0.006136456711578512,16,-0.10314321999983324,50
12,Southern 2,3,3014,5183,5183,8981031,4,Gjerøy,0.005938510155262449,17,-0.10314321999983324,50
12,Southern 2,3,3014,815,815,8L64755,13,Southern 3,0.0056067167482698665,18,-0.10314321999983324,50
12,Southern 2,3,3014,4284,4284,8732680,4,Gjerøy,0.005605225753037788,19,-0.10314321999983324,50
12,Southern 2,3,3014,259,259,8L52210,4,Gjerøy,0.005553242875341191,20,-0.10314321999983324,50
12,Southern 2,3,3014,1138,1138,8N05127,14,Southern 4,0.0055298027014583275,21,-0.10314321999983324,50
12,Southern 2,3,3014,5209,5209,8981274,5,Hestmannøy,0.005446227379229094,22,-0.10314321999983324,50
12,Southern 2,3,3014,2152,2152,8N27068,14,Southern 4,0.005331866548883083,23,-0.10314321999983324,50
12,Southern 2,3,3014,3091,3091,8N73911,11,Southern 1,0.005240067294592584,24,-0.10314321999983324,50
12,Southern 2,3,3014,1166,1166,8N05199,13,Southern 3,0.005090336014227835,25,-0.10314321999983324,50
12,Southern 2,3,3014,2428,2428,8N28792,15,Southern 5,0.005014710382522817,26,-0.10314321999983324,50
12,Southern 2,3,3014,4579,4579,8800427,5,Hestmannøy,0.004998964214288574,27,-0.10314321999983324,50
12,Southern 2,3,3014,2816,2816,8N73097,5,Hestmannøy,0.0049841088334890695,28,-0.10314321999983324,50
12,Southern 2,3,3014,1341,1341,8N05675,15,Southern 5,0.004951045908214668,29,-0.10314321999983324,50
12,Southern 2,3,3014,667,667,8M31328,5,Hestmannøy,0.00492858761347042,30,-0.10314321999983324,50
12,Southern 2,3,3014,1633,1633,8N13086,14,Southern 4,0.004848998820233007,31,-0.10314321999983324,50
12,Southern 2,3,3014,3589,3589,8P11750,7,Onøy og Lurøy,0.004844555974089065,32,-0.10314321999983324,50
12,Southern 2,3,3014,2114,2114,8N14937,4,Gjerøy,0.004650776809795228,33,-0.10314321999983324,50
12,Southern 2,3,3014,4513,4513,8800059,4,Gjerøy,0.004638719568027562,34,-0.10314321999983324,50
12,Southern 2,3,3014,1646,1646,8N13149,14,Southern 4,0.0045730887894277665,35,-0.10314321999983324,50
