Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351982
Array task ID: 7
The job was run on these nodes: idun-03-14
[I 2026-04-28 16:18:26,185] Trial 0 finished with value: 0.16265008411126589 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.16265008411126589.
[I 2026-04-28 16:56:29,764] Trial 11 finished with value: 0.17583755049618224 and parameters: {'alpha': 996612.8793889863, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.006839992947074335, 'iw_n_components': 20, 'iw_logistic_c': 9.854231878159144, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 10 with value: 0.17702793748580986.
[I 2026-04-28 17:00:20,140] Trial 12 finished with value: 0.17733343232496726 and parameters: {'alpha': 997046.4575305918, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009817051355082138, 'iw_n_components': 20, 'iw_logistic_c': 0.8626948168054197, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:04:10,290] Trial 13 finished with value: 0.17404736674985596 and parameters: {'alpha': 829305.4811482484, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007113915649913454, 'iw_n_components': 20, 'iw_logistic_c': 0.31944259474463677, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:07:59,990] Trial 14 finished with value: 0.17226632848177312 and parameters: {'alpha': 604187.7399799703, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.008877896815989559, 'iw_n_components': 20, 'iw_logistic_c': 0.8468794562474482, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:11:46,207] Trial 15 finished with value: 0.1749361806881219 and parameters: {'alpha': 667443.7860851637, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.005521784902882029, 'iw_n_components': 10, 'iw_logistic_c': 0.005004308789766709, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:15:08,640] Trial 16 finished with value: 0.16781930369901696 and parameters: {'alpha': 386718.6886170822, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012140511307804362, 'iw_n_components': 5, 'iw_logistic_c': 0.35390992198251536, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:18:26,250] Trial 17 finished with value: 0.16413366510248809 and parameters: {'alpha': 783636.3224458821, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.022379107227743014, 'iw_n_components': 2, 'iw_logistic_c': 3.132324278537236e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:22:13,509] Trial 18 finished with value: 0.16585574385007468 and parameters: {'alpha': 356491.97626682284, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0078116784535439306, 'iw_n_components': 30, 'iw_logistic_c': 1.298225007491155e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:26:06,497] Trial 19 finished with value: 0.1685632480443493 and parameters: {'alpha': 105294.74113473411, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027837696598704612, 'iw_n_components': 20, 'iw_logistic_c': 0.0035987789540335743, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 12 with value: 0.17733343232496726.
[I 2026-04-28 17:29:58,685] Trial 20 finished with value: 0.1779887202277065 and parameters: {'alpha': 993134.1347297952, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01300372012126795, 'iw_n_components': 20, 'iw_logistic_c': 1.062992376275912, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:33:49,449] Trial 21 finished with value: 0.1759461631567785 and parameters: {'alpha': 995185.6706532479, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012527260179513949, 'iw_n_components': 20, 'iw_logistic_c': 0.6866313829450723, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:37:41,431] Trial 22 finished with value: 0.17578652267410746 and parameters: {'alpha': 613750.3389610326, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0057065377083867904, 'iw_n_components': 20, 'iw_logistic_c': 2.416159771019977, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:41:34,041] Trial 23 finished with value: 0.17777414970706545 and parameters: {'alpha': 754232.8417667504, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.014137873759706047, 'iw_n_components': 20, 'iw_logistic_c': 9.758949608030665, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:45:28,792] Trial 24 finished with value: 0.17713859679277236 and parameters: {'alpha': 537381.4269127119, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.016486346539273732, 'iw_n_components': 20, 'iw_logistic_c': 0.13725413632342634, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:49:24,611] Trial 25 finished with value: 0.17504865975429001 and parameters: {'alpha': 721117.69494294, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011852744596257642, 'iw_n_components': 20, 'iw_logistic_c': 0.9949218431785973, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:52:49,703] Trial 26 finished with value: 0.16572501505723775 and parameters: {'alpha': 797578.4080904438, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.025943948815138864, 'iw_n_components': 3, 'iw_logistic_c': 0.022418632412658467, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:55:50,408] Trial 27 finished with value: 0.17425848504211464 and parameters: {'alpha': 382548.2515760992, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.015775206928605328, 'iw_n_components': 1, 'iw_logistic_c': 2.056522671200112, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 17:59:41,194] Trial 28 finished with value: 0.17636248150527647 and parameters: {'alpha': 312712.96686016576, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.032433699850523794, 'iw_n_components': 10, 'iw_logistic_c': 9.203502361156973, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:02:54,653] Trial 29 finished with value: 0.16088215234943162 and parameters: {'alpha': 530073.8893502527, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010577995368464469, 'iw_n_components': 5, 'iw_logistic_c': 0.26558048823815567, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:06:18,647] Trial 30 finished with value: 0.17004659710970124 and parameters: {'alpha': 216129.8618072786, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009690392362690457, 'iw_n_components': 2, 'iw_logistic_c': 0.0437759920838661, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:10:14,194] Trial 31 finished with value: 0.17794039473982187 and parameters: {'alpha': 539450.7234048613, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02026713070400602, 'iw_n_components': 20, 'iw_logistic_c': 0.10449891173492065, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:14:09,759] Trial 32 finished with value: 0.17716220850192846 and parameters: {'alpha': 839675.4084722701, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01940117563512723, 'iw_n_components': 20, 'iw_logistic_c': 1.1916331759117942, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:18:04,040] Trial 33 finished with value: 0.17757941710310007 and parameters: {'alpha': 666476.490901043, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013060983760904817, 'iw_n_components': 20, 'iw_logistic_c': 0.1606763830267777, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:21:41,283] Trial 34 finished with value: 0.1668790967362236 and parameters: {'alpha': 604212.2287782981, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.014405431089510475, 'iw_n_components': 20, 'iw_logistic_c': 0.009701398480409455, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:25:43,819] Trial 35 finished with value: 0.16752041185076344 and parameters: {'alpha': 413198.2432178621, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.01921765011015192, 'iw_n_components': 30, 'iw_logistic_c': 0.10823937675131452, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:29:12,285] Trial 36 finished with value: 0.16737825093164413 and parameters: {'alpha': 690747.2053351426, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0474277235976671, 'iw_n_components': 5, 'iw_logistic_c': 0.0017762861367920271, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:32:50,506] Trial 37 finished with value: 0.16500542403221694 and parameters: {'alpha': 487281.8294401318, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.023405452773606852, 'iw_n_components': 20, 'iw_logistic_c': 0.0453266799537878, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:36:13,422] Trial 38 finished with value: 0.16484500859774726 and parameters: {'alpha': 841600.8249485119, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01843916027869966, 'iw_n_components': 3, 'iw_logistic_c': 0.0003437341771429012, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:40:03,618] Trial 39 finished with value: 0.17362313248190062 and parameters: {'alpha': 196487.3946974789, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.013801647501785646, 'iw_n_components': 10, 'iw_logistic_c': 0.1309151264584365, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:43:21,880] Trial 40 finished with value: 0.16924837599637563 and parameters: {'alpha': 128552.86986218531, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.03177711792862279, 'iw_n_components': 1, 'iw_logistic_c': 0.3131699048486889, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 20 with value: 0.1779887202277065.
[I 2026-04-28 18:47:21,277] Trial 41 finished with value: 0.17961508165888848 and parameters: {'alpha': 891427.3210299714, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011004478423302889, 'iw_n_components': 20, 'iw_logistic_c': 2.251447838015939, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 18:51:19,672] Trial 42 finished with value: 0.17740879788904318 and parameters: {'alpha': 721795.1807180383, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011488625620215366, 'iw_n_components': 20, 'iw_logistic_c': 3.6294377133599753, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 18:55:17,106] Trial 43 finished with value: 0.17543963423229714 and parameters: {'alpha': 569417.32459728, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009007673193443054, 'iw_n_components': 20, 'iw_logistic_c': 2.6793736909603765, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 18:59:10,721] Trial 44 finished with value: 0.17195310513464648 and parameters: {'alpha': 877826.2932670325, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013627375967453538, 'iw_n_components': 20, 'iw_logistic_c': 5.4377820035722355e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:03:11,208] Trial 45 finished with value: 0.17629815712002656 and parameters: {'alpha': 462269.5626173902, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.017051816587048928, 'iw_n_components': 20, 'iw_logistic_c': 5.391606441080005, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:06:50,520] Trial 46 finished with value: 0.15670257831412568 and parameters: {'alpha': 681330.3969110154, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.020131415556694482, 'iw_n_components': 20, 'iw_logistic_c': 0.5430978247399336, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:10:54,710] Trial 47 finished with value: 0.16024249692521753 and parameters: {'alpha': 54605.31168640951, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01410651431979788, 'iw_n_components': 30, 'iw_logistic_c': 9.329456649565369, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:14:20,635] Trial 48 finished with value: 0.16609832113109643 and parameters: {'alpha': 908754.0336511773, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002545086478094694, 'iw_n_components': 2, 'iw_logistic_c': 2.6288667069013863e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:18:17,820] Trial 49 finished with value: 0.17166939568572637 and parameters: {'alpha': 280382.0127720354, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.006157388694949099, 'iw_n_components': 20, 'iw_logistic_c': 1.4867202132624264, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:22:14,183] Trial 50 finished with value: 0.17619593988968077 and parameters: {'alpha': 754061.0537883068, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008066088627217758, 'iw_n_components': 20, 'iw_logistic_c': 0.07152435061630551, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:26:12,382] Trial 51 finished with value: 0.17857550487943888 and parameters: {'alpha': 695323.9094992215, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01108569708484557, 'iw_n_components': 20, 'iw_logistic_c': 4.247519075811326, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:30:11,204] Trial 52 finished with value: 0.17858799663587452 and parameters: {'alpha': 633996.4159794733, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010803903845450243, 'iw_n_components': 20, 'iw_logistic_c': 3.8568696266089506, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:34:16,990] Trial 53 finished with value: 0.17645160260995854 and parameters: {'alpha': 909193.3108589585, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01066608410145061, 'iw_n_components': 20, 'iw_logistic_c': 5.205481640203432, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:38:18,637] Trial 54 finished with value: 0.17634625934231776 and parameters: {'alpha': 625980.7208874733, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00842151453703384, 'iw_n_components': 20, 'iw_logistic_c': 1.7847437321743294, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:41:38,152] Trial 55 finished with value: 0.16364384370312102 and parameters: {'alpha': 527313.8084085959, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009925180948392074, 'iw_n_components': 3, 'iw_logistic_c': 0.5315019665789663, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:44:48,557] Trial 56 finished with value: 0.1644174199791043 and parameters: {'alpha': 788330.5950141727, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01591384237363322, 'iw_n_components': 1, 'iw_logistic_c': 3.5899753324589887, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:48:45,693] Trial 57 finished with value: 0.1776147494372804 and parameters: {'alpha': 428060.10432062927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0046550998988937305, 'iw_n_components': 20, 'iw_logistic_c': 9.652505780422839, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:52:47,200] Trial 58 finished with value: 0.16980532189854233 and parameters: {'alpha': 921751.1792183324, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.007023873477710448, 'iw_n_components': 20, 'iw_logistic_c': 1.2882058404192602, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 19:56:14,090] Trial 59 finished with value: 0.16781771681421015 and parameters: {'alpha': 338079.82518424373, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011366254724755649, 'iw_n_components': 5, 'iw_logistic_c': 0.5161909981877174, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
