Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361586
Array task ID: 11
The job was run on these nodes: idun-05-09
[I 2026-04-29 18:55:40,374] Trial 0 finished with value: 0.21246627938241636 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.21246627938241636.
[I 2026-04-29 19:21:51,284] Trial 11 finished with value: 0.2111180447993269 and parameters: {'alpha': 271017.1466197349, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004510038906137478, 'iw_n_components': 1, 'iw_logistic_c': 3.7041632144622945e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 4 with value: 0.21277978788423707.
[I 2026-04-29 19:25:18,887] Trial 12 finished with value: 0.21108696250513836 and parameters: {'alpha': 157027.30093255214, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.04105912470283634, 'iw_n_components': 20, 'iw_logistic_c': 1.0100811930048086e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 4 with value: 0.21277978788423707.
[I 2026-04-29 19:29:13,914] Trial 13 finished with value: 0.2166149855159055 and parameters: {'alpha': 378720.81659451796, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001125229205016159, 'iw_n_components': 40, 'iw_logistic_c': 0.08029098569344124, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:33:07,450] Trial 14 finished with value: 0.2140939352415781 and parameters: {'alpha': 444310.209278151, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0013298227047120908, 'iw_n_components': 40, 'iw_logistic_c': 0.1254393158402508, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:37:03,242] Trial 15 finished with value: 0.21402396860494174 and parameters: {'alpha': 382852.637210822, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001001251558459038, 'iw_n_components': 40, 'iw_logistic_c': 0.7791393008705059, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:40:57,103] Trial 16 finished with value: 0.20875583751587384 and parameters: {'alpha': 845957.73591899, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011136351896181196, 'iw_n_components': 40, 'iw_logistic_c': 0.017709873272472875, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:44:52,397] Trial 17 finished with value: 0.21491823233549834 and parameters: {'alpha': 402250.4947990249, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0066468948077149734, 'iw_n_components': 50, 'iw_logistic_c': 3.6034081557700945, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:45:29,453] Trial 18 finished with value: 0.2103555288270104 and parameters: {'alpha': 324262.68382601807, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:49:27,821] Trial 19 finished with value: 0.2114833046905304 and parameters: {'alpha': 593706.7226273882, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.006959775753761657, 'iw_n_components': 50, 'iw_logistic_c': 4.625148992716402, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:53:23,948] Trial 20 finished with value: 0.20580427750792082 and parameters: {'alpha': 91714.29766471524, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.03445856552403376, 'iw_n_components': 50, 'iw_logistic_c': 6.166049280238659, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 19:57:18,896] Trial 21 finished with value: 0.2154946255518019 and parameters: {'alpha': 421145.0733512696, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0015898260451026067, 'iw_n_components': 40, 'iw_logistic_c': 0.021575137760542578, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:01:12,597] Trial 22 finished with value: 0.21314615578851948 and parameters: {'alpha': 366533.7365343968, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.019396122725479952, 'iw_n_components': 40, 'iw_logistic_c': 0.008144809471530012, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:05:08,646] Trial 23 finished with value: 0.2077703628095493 and parameters: {'alpha': 983931.8593720705, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.005308313355928394, 'iw_n_components': 50, 'iw_logistic_c': 0.5119772025837189, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:09:02,405] Trial 24 finished with value: 0.21300027719641043 and parameters: {'alpha': 181728.18654772718, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.001784297614445377, 'iw_n_components': 40, 'iw_logistic_c': 0.004997102832970661, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:12:05,606] Trial 25 finished with value: 0.20576395356799004 and parameters: {'alpha': 485289.3070709843, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.009854057278986564, 'iw_n_components': 1, 'iw_logistic_c': 0.05909694804244581, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:12:42,232] Trial 26 finished with value: 0.21008781402029264 and parameters: {'alpha': 345813.0185655489, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:16:28,257] Trial 27 finished with value: 0.21360369594263334 and parameters: {'alpha': 192490.89104806128, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0022220100532224446, 'iw_n_components': 30, 'iw_logistic_c': 0.8052827229423238, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:19:40,032] Trial 28 finished with value: 0.20592898755292807 and parameters: {'alpha': 540882.6743220508, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.02225039883220813, 'iw_n_components': 5, 'iw_logistic_c': 0.004454754805107756, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:23:36,604] Trial 29 finished with value: 0.21176269811239257 and parameters: {'alpha': 299304.82427211927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0013944977925445324, 'iw_n_components': 50, 'iw_logistic_c': 0.27917441541691734, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:27:30,227] Trial 30 finished with value: 0.21163071853070198 and parameters: {'alpha': 789414.2395513119, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0044965626336072465, 'iw_n_components': 40, 'iw_logistic_c': 2.2411138924095146, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:31:25,355] Trial 31 finished with value: 0.2138753779889775 and parameters: {'alpha': 478249.09279772936, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001329690242130854, 'iw_n_components': 40, 'iw_logistic_c': 0.06972273844989103, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:35:21,229] Trial 32 finished with value: 0.21538109974648917 and parameters: {'alpha': 402811.6084498348, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0014677302590948814, 'iw_n_components': 40, 'iw_logistic_c': 0.12701603121300983, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:39:15,557] Trial 33 finished with value: 0.21655109753482954 and parameters: {'alpha': 408254.67847386695, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002524623351814368, 'iw_n_components': 40, 'iw_logistic_c': 0.027324175285685797, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:43:04,763] Trial 34 finished with value: 0.21375747545981025 and parameters: {'alpha': 674790.4586742657, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002483567731607252, 'iw_n_components': 40, 'iw_logistic_c': 0.0013701625421683337, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:46:58,417] Trial 35 finished with value: 0.21209486331245514 and parameters: {'alpha': 310590.56697167316, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0016214115959006443, 'iw_n_components': 40, 'iw_logistic_c': 0.021771619669905647, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:47:35,392] Trial 36 finished with value: 0.21116632169376687 and parameters: {'alpha': 232940.61787118428, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:51:28,509] Trial 37 finished with value: 0.2138375832486386 and parameters: {'alpha': 555505.9194245345, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0037249646279446645, 'iw_n_components': 40, 'iw_logistic_c': 0.024817938071808546, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:55:17,386] Trial 38 finished with value: 0.21550017655056383 and parameters: {'alpha': 406230.3291051498, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011036232768927557, 'iw_n_components': 40, 'iw_logistic_c': 0.0008311951891623133, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:55:54,171] Trial 39 finished with value: 0.20497652813459846 and parameters: {'alpha': 773277.8032809768, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 20:59:24,708] Trial 40 finished with value: 0.1963278126243794 and parameters: {'alpha': 211003.45621483124, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001026890024301866, 'iw_n_components': 10, 'iw_logistic_c': 0.0013709207611993207, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:03:14,862] Trial 41 finished with value: 0.21158355854476701 and parameters: {'alpha': 420438.6025324476, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001507043626237194, 'iw_n_components': 40, 'iw_logistic_c': 0.0002636983032346657, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:07:08,184] Trial 42 finished with value: 0.21080502015775854 and parameters: {'alpha': 294132.9494156222, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0022695783762411315, 'iw_n_components': 40, 'iw_logistic_c': 0.15983529267853025, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:11:00,360] Trial 43 finished with value: 0.21552705787982443 and parameters: {'alpha': 547472.7894532039, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001269814392207419, 'iw_n_components': 40, 'iw_logistic_c': 0.0026925500501972393, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:14:47,073] Trial 44 finished with value: 0.19891165334763336 and parameters: {'alpha': 574695.0746696927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011484758220937368, 'iw_n_components': 40, 'iw_logistic_c': 0.00010263114572010355, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:18:36,528] Trial 45 finished with value: 0.2106674889713346 and parameters: {'alpha': 506994.03180470277, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0019205875783805237, 'iw_n_components': 40, 'iw_logistic_c': 0.0007228301715872445, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:21:47,158] Trial 46 finished with value: 0.20297854070359408 and parameters: {'alpha': 253916.30038107795, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002809882479216043, 'iw_n_components': 5, 'iw_logistic_c': 0.0031172281281499773, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:22:24,224] Trial 47 finished with value: 0.20889145836980286 and parameters: {'alpha': 435776.894607354, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:25:52,813] Trial 48 finished with value: 0.20208251887606968 and parameters: {'alpha': 628191.8368721695, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0012324170297926976, 'iw_n_components': 20, 'iw_logistic_c': 4.559645982199708e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:29:22,418] Trial 49 finished with value: -1.0 and parameters: {'alpha': 351191.8924365639, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00326056553068085, 'iw_n_components': 10, 'iw_logistic_c': 0.010349345175731842, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:33:08,908] Trial 50 finished with value: 0.20542396881110264 and parameters: {'alpha': 709488.3572422102, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0016895113417284171, 'iw_n_components': 30, 'iw_logistic_c': 0.032979657235402304, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:37:01,771] Trial 51 finished with value: 0.21401027290027055 and parameters: {'alpha': 381492.2518608885, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0014615201092403733, 'iw_n_components': 40, 'iw_logistic_c': 0.00286853958290541, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:40:55,858] Trial 52 finished with value: 0.20050933172601632 and parameters: {'alpha': 431887.5287165545, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0020722100333947615, 'iw_n_components': 40, 'iw_logistic_c': 0.053044952233390424, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:43:56,029] Trial 53 finished with value: 0.205869837288671 and parameters: {'alpha': 503882.40736654843, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0012400287963548974, 'iw_n_components': 1, 'iw_logistic_c': 0.16904918263363158, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:47:47,064] Trial 54 finished with value: 0.21039144933112103 and parameters: {'alpha': 266307.82358784584, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0010362104451683962, 'iw_n_components': 40, 'iw_logistic_c': 0.0004616043972048498, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:51:41,657] Trial 55 finished with value: 0.2154642153808625 and parameters: {'alpha': 330796.55302633793, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0016171315324728878, 'iw_n_components': 40, 'iw_logistic_c': 0.011398580730410316, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:55:14,491] Trial 56 finished with value: 0.21019440537695244 and parameters: {'alpha': 324742.0949434644, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0019214903082394796, 'iw_n_components': 20, 'iw_logistic_c': 0.010694975141156408, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:59:02,824] Trial 57 finished with value: 0.21352823385710168 and parameters: {'alpha': 360324.432714633, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002582666162525656, 'iw_n_components': 40, 'iw_logistic_c': 0.0013939549143432675, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 21:59:39,866] Trial 58 finished with value: 0.208846381487341 and parameters: {'alpha': 439130.8376545216, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 22:03:26,307] Trial 59 finished with value: 0.21204860513104062 and parameters: {'alpha': 287930.31018778775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0016846357734451845, 'iw_n_components': 40, 'iw_logistic_c': 1.1527102309404309e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 22:07:21,515] Trial 60 finished with value: 0.20489988726818012 and parameters: {'alpha': 535568.2186519827, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0012108335489343922, 'iw_n_components': 40, 'iw_logistic_c': 0.011846467933152938, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 22:11:14,672] Trial 61 finished with value: 0.2135309262855886 and parameters: {'alpha': 393428.14011367864, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001496219368852936, 'iw_n_components': 40, 'iw_logistic_c': 0.3434419946070751, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.2166149855159055.
[I 2026-04-29 22:15:08,373] Trial 62 finished with value: 0.21683913875735264 and parameters: {'alpha': 339300.50432444067, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0010195962139991027, 'iw_n_components': 40, 'iw_logistic_c': 0.03848153427714232, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:19:04,113] Trial 63 finished with value: 0.19526303554706495 and parameters: {'alpha': 332692.90401293995, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0010320793650859844, 'iw_n_components': 40, 'iw_logistic_c': 0.03440552325333025, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:22:55,074] Trial 64 finished with value: 0.20040752640455403 and parameters: {'alpha': 50207.26422256814, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0012058829661752268, 'iw_n_components': 40, 'iw_logistic_c': 0.004455983917462428, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.21683913875735264.
