Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351981
Array task ID: 6
The job was run on these nodes: idun-03-13
[I 2026-04-28 16:18:48,544] Trial 0 finished with value: 0.15986421930322467 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.15986421930322467.
[I 2026-04-28 17:01:45,519] Trial 11 finished with value: 0.16758056902407845 and parameters: {'alpha': 996612.8793889863, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.006839992947074335, 'iw_n_components': 20, 'iw_logistic_c': 9.854231878159144, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 8 with value: 0.17059400332329086.
[I 2026-04-28 17:06:17,473] Trial 12 finished with value: 0.16902254911470596 and parameters: {'alpha': 997046.4575305918, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009817051355082138, 'iw_n_components': 20, 'iw_logistic_c': 0.8626948168054197, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 8 with value: 0.17059400332329086.
[I 2026-04-28 17:10:41,995] Trial 13 finished with value: 0.1710450575748795 and parameters: {'alpha': 497865.9082925864, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.019438402248561523, 'iw_n_components': 20, 'iw_logistic_c': 0.6830769226047928, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:15:16,834] Trial 14 finished with value: 0.1683718676072607 and parameters: {'alpha': 447845.7526455261, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.024579278819717963, 'iw_n_components': 20, 'iw_logistic_c': 0.35194791246983537, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:19:32,565] Trial 15 finished with value: 0.1616021803270077 and parameters: {'alpha': 594381.9445494955, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.015336124991695158, 'iw_n_components': 10, 'iw_logistic_c': 0.005004308789766709, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:23:36,987] Trial 16 finished with value: 0.16471935559012485 and parameters: {'alpha': 313954.63088820316, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02935586866124656, 'iw_n_components': 5, 'iw_logistic_c': 0.35307816290429916, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:27:10,207] Trial 17 finished with value: 0.16310726117481422 and parameters: {'alpha': 117377.40413096885, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.014344821792931096, 'iw_n_components': 2, 'iw_logistic_c': 3.132324278537236e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:32:06,527] Trial 18 finished with value: 0.1703571998299002 and parameters: {'alpha': 308613.67849771114, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.011116818477909213, 'iw_n_components': 30, 'iw_logistic_c': 0.0029323452456883232, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:36:37,208] Trial 19 finished with value: 0.1702839990109917 and parameters: {'alpha': 642657.6844690122, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027837696598704612, 'iw_n_components': 20, 'iw_logistic_c': 1.0478064100704934, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:41:11,210] Trial 20 finished with value: 0.1635370819904929 and parameters: {'alpha': 320803.09088434983, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.019757511200022927, 'iw_n_components': 20, 'iw_logistic_c': 1.1808718868539337e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:46:08,227] Trial 21 finished with value: 0.16895179535653482 and parameters: {'alpha': 339207.05475846276, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.011066649610647027, 'iw_n_components': 30, 'iw_logistic_c': 0.0023083289443157394, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:51:04,072] Trial 22 finished with value: 0.16751034687462382 and parameters: {'alpha': 178375.91399783705, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.01229173608594005, 'iw_n_components': 30, 'iw_logistic_c': 0.13373803776703058, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 17:55:46,580] Trial 23 finished with value: 0.16771420792220154 and parameters: {'alpha': 684723.7515211778, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.00774996356608273, 'iw_n_components': 30, 'iw_logistic_c': 9.756095441024027e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:00:49,102] Trial 24 finished with value: 0.16944352549097677 and parameters: {'alpha': 365894.75764466054, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.005225700168748616, 'iw_n_components': 30, 'iw_logistic_c': 0.010073684394947723, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:05:31,200] Trial 25 finished with value: 0.17026715823753538 and parameters: {'alpha': 270779.5026410336, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.019501874651918882, 'iw_n_components': 20, 'iw_logistic_c': 2.81260867726963, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:09:09,227] Trial 26 finished with value: 0.1680259647540891 and parameters: {'alpha': 195688.82613084812, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.008875290990093236, 'iw_n_components': 3, 'iw_logistic_c': 3.3401008332889873e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:12:26,064] Trial 27 finished with value: 0.16879276321750408 and parameters: {'alpha': 402945.39024042565, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.014010760044657252, 'iw_n_components': 1, 'iw_logistic_c': 0.0014907818301667251, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:16:45,106] Trial 28 finished with value: 0.16191388015497965 and parameters: {'alpha': 119886.5269561967, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.032433699850523794, 'iw_n_components': 10, 'iw_logistic_c': 0.9969288043836076, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:20:20,232] Trial 29 finished with value: 0.16078064287251767 and parameters: {'alpha': 213107.8451767601, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0064067684075134225, 'iw_n_components': 5, 'iw_logistic_c': 0.031810872523376464, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:24:01,480] Trial 30 finished with value: 0.16545908144646804 and parameters: {'alpha': 263877.17510790296, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.01166858253610408, 'iw_n_components': 2, 'iw_logistic_c': 0.37272191282427375, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:28:34,823] Trial 31 finished with value: 0.16999246667511328 and parameters: {'alpha': 663606.1415024578, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.028862952488587282, 'iw_n_components': 20, 'iw_logistic_c': 2.615409646451538, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:32:55,361] Trial 32 finished with value: 0.1693057119598301 and parameters: {'alpha': 566504.6291941446, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.049790714074023086, 'iw_n_components': 20, 'iw_logistic_c': 1.1840823051205722, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:37:13,649] Trial 33 finished with value: 0.16745442616093867 and parameters: {'alpha': 801377.2470338113, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.023123431824362856, 'iw_n_components': 20, 'iw_logistic_c': 0.0937054247178195, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:41:28,808] Trial 34 finished with value: 0.161207574935706 and parameters: {'alpha': 482116.58505852666, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01744557515904622, 'iw_n_components': 20, 'iw_logistic_c': 0.19428312843244488, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:45:18,150] Trial 35 finished with value: 0.15431535032475155 and parameters: {'alpha': 745972.2751584838, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01735131240589948, 'iw_n_components': 5, 'iw_logistic_c': 0.026062899272176445, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:50:07,216] Trial 36 finished with value: 0.1617426231956444 and parameters: {'alpha': 568662.4508693859, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0365012797599573, 'iw_n_components': 30, 'iw_logistic_c': 1.0426165407933334, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:54:22,404] Trial 37 finished with value: 0.16238334970906748 and parameters: {'alpha': 294132.7966477703, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02513955324871921, 'iw_n_components': 20, 'iw_logistic_c': 0.0453266799537878, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 13 with value: 0.1710450575748795.
[I 2026-04-28 18:57:50,081] Trial 38 finished with value: 0.17284189057050317 and parameters: {'alpha': 402309.780899746, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.048987269194150786, 'iw_n_components': 3, 'iw_logistic_c': 0.00028983042527615016, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 38 with value: 0.17284189057050317.
[I 2026-04-28 19:01:17,123] Trial 39 finished with value: 0.1729808013978407 and parameters: {'alpha': 234462.9093820354, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.048577143168607305, 'iw_n_components': 3, 'iw_logistic_c': 0.00030408094404788243, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 39 with value: 0.1729808013978407.
[I 2026-04-28 19:04:47,267] Trial 40 finished with value: 0.1636315157214937 and parameters: {'alpha': 241410.03410120343, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.048036707815375564, 'iw_n_components': 3, 'iw_logistic_c': 0.0005407529001666837, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 39 with value: 0.1729808013978407.
[I 2026-04-28 19:08:36,059] Trial 41 finished with value: 0.1734005833351637 and parameters: {'alpha': 386091.42440941004, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.04305297999892743, 'iw_n_components': 3, 'iw_logistic_c': 0.0001747520918714865, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.1734005833351637.
[I 2026-04-28 19:12:10,299] Trial 42 finished with value: 0.17364336936848096 and parameters: {'alpha': 388785.0896452336, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03992858000533269, 'iw_n_components': 3, 'iw_logistic_c': 0.00011092026109257223, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 42 with value: 0.17364336936848096.
[I 2026-04-28 19:15:52,199] Trial 43 finished with value: 0.17333547262251497 and parameters: {'alpha': 415734.7689480394, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.04196840374295287, 'iw_n_components': 3, 'iw_logistic_c': 0.00015265713470333475, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 42 with value: 0.17364336936848096.
[I 2026-04-28 19:19:31,848] Trial 44 finished with value: 0.17347244337785694 and parameters: {'alpha': 391110.27030758525, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0431805211573415, 'iw_n_components': 3, 'iw_logistic_c': 0.00015423522774878447, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 42 with value: 0.17364336936848096.
[I 2026-04-28 19:23:05,959] Trial 45 finished with value: 0.17379534465866034 and parameters: {'alpha': 387783.55731149437, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.04039790118911295, 'iw_n_components': 3, 'iw_logistic_c': 7.936550552190022e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 45 with value: 0.17379534465866034.
[I 2026-04-28 19:26:41,361] Trial 46 finished with value: 0.17386066513662948 and parameters: {'alpha': 379135.383392499, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03949007948161335, 'iw_n_components': 3, 'iw_logistic_c': 7.217191827685314e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 46 with value: 0.17386066513662948.
[I 2026-04-28 19:30:19,921] Trial 47 finished with value: 0.17408774985616485 and parameters: {'alpha': 369202.35384272423, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0368900901378099, 'iw_n_components': 3, 'iw_logistic_c': 4.0214855870371216e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 47 with value: 0.17408774985616485.
[I 2026-04-28 19:34:24,243] Trial 48 finished with value: 0.17417886322623216 and parameters: {'alpha': 509812.6885125998, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03516090412378826, 'iw_n_components': 3, 'iw_logistic_c': 2.296328399579189e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 48 with value: 0.17417886322623216.
[I 2026-04-28 19:38:30,741] Trial 49 finished with value: 0.17395453855705478 and parameters: {'alpha': 512577.96116161003, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.033880896867429906, 'iw_n_components': 3, 'iw_logistic_c': 1.4716739111408317e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 48 with value: 0.17417886322623216.
[I 2026-04-28 19:42:27,132] Trial 50 finished with value: 0.1736401610952931 and parameters: {'alpha': 524976.7515917806, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0340726073890093, 'iw_n_components': 3, 'iw_logistic_c': 1.2833561048259484e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 48 with value: 0.17417886322623216.
[I 2026-04-28 19:46:31,372] Trial 51 finished with value: 0.17466504185666956 and parameters: {'alpha': 442633.6932084906, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03700304995823126, 'iw_n_components': 3, 'iw_logistic_c': 2.586239753556578e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 51 with value: 0.17466504185666956.
[I 2026-04-28 19:50:37,074] Trial 52 finished with value: 0.17433987080942082 and parameters: {'alpha': 470977.43143758917, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.033416333893997556, 'iw_n_components': 3, 'iw_logistic_c': 3.2671240273582266e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 51 with value: 0.17466504185666956.
[I 2026-04-28 19:54:35,264] Trial 53 finished with value: 0.1677608094714042 and parameters: {'alpha': 853047.1910650026, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03282025642567321, 'iw_n_components': 3, 'iw_logistic_c': 4.648193592308302e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 51 with value: 0.17466504185666956.
[I 2026-04-28 19:58:43,591] Trial 54 finished with value: 0.173623087180712 and parameters: {'alpha': 491513.53457066, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.027296594433956312, 'iw_n_components': 3, 'iw_logistic_c': 3.400788575185827e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 51 with value: 0.17466504185666956.
[I 2026-04-28 20:02:58,150] Trial 55 finished with value: 0.16830189312331328 and parameters: {'alpha': 447521.7454646863, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03519407945894826, 'iw_n_components': 3, 'iw_logistic_c': 1.607073290229663e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 51 with value: 0.17466504185666956.
[I 2026-04-28 20:07:07,926] Trial 56 finished with value: 0.17599418115605572 and parameters: {'alpha': 345558.51633941144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.022249246721370866, 'iw_n_components': 3, 'iw_logistic_c': 1.5559154479498788e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:10:58,599] Trial 57 finished with value: 0.1699782935905521 and parameters: {'alpha': 332579.7804441651, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.021296100242646422, 'iw_n_components': 1, 'iw_logistic_c': 1.3040211713244479e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:14:58,229] Trial 58 finished with value: 0.16574080349802559 and parameters: {'alpha': 542901.8629157913, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.029114506627104915, 'iw_n_components': 3, 'iw_logistic_c': 2.40768008866654e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:19:46,631] Trial 59 finished with value: 0.16029666921361826 and parameters: {'alpha': 50207.26422256814, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0316483574631539, 'iw_n_components': 10, 'iw_logistic_c': 2.9435859487516807e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
