trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,Selvær,full_baseline,full_source_unweighted,none,500,,5503,0.1503446657738248,,0.9262503645169666,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.2016093027859616,,0.9036738322484468,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.199463087922368,,0.8948706604293913,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.2072711463932323,,0.895939786183734,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.182096695165865,,0.9046684409280724,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1568164844644551,,0.9161054361712891,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.1441605691961277,,0.9230899979616928,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.1537800593692135,,0.9189898721063496,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.1474076236042061,,0.9219368540356871,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1490517735350774,,0.9232461105065892,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1850596739435239,,0.9021382665512192,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.2101729023341916,,0.8886232329326547,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1585613462131524,,0.9055890245287168,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.1127277074888233,,0.9248887524412688,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.117992087671059,,0.9232484612646684,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1599236525320614,,0.9117833655858524,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1696948656007116,,0.9127460165948088,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1668734465811845,,0.9154806879122636,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1702638168204332,,0.9145427898957,1
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,500,0.0956358824609703,0.03157305808393711,0.9198513574745432,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,1000,0.08834977504160012,0.01010228553857662,0.9249835977434528,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,1500,0.10480883624412503,0.0167690530780926,0.9281709084766734,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,2000,0.11576502065856271,0.03045303439558609,0.9290863720886129,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,2500,0.12785863073573003,0.03514043873109836,0.9293832551198957,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,3000,0.1265419125518616,0.03075273000510231,0.9287870807783605,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,3500,0.12828134814736802,0.02891274777790926,0.9312740768412798,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,4000,0.12423411819312866,0.04021129140143213,0.934524115291104,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,4500,0.14290211762142005,0.02407657918657519,0.9263681558040796,5
