trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,4,Gjerøy,full_baseline,full_source_unweighted,none,none,,,5139,0.0883585802600108,,1.4772404432296753,-0.0036667255796769,0.000404242643645,,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1145221576276903,,1.4784971475601196,0.0103634882942034,0.0148548309826094,0.0088780051959424,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.0884576324327436,,1.4778831005096436,0.0075526473530615,0.0112660313061668,0.0064260442224448,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.0796897219363897,,1.4788768291473389,0.0058078574187382,0.0095002140075241,0.0048578360179858,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.0917763256269678,,1.474498629570007,0.0044136102288998,0.0080885819482954,0.0036047520340702,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.088450757479438,,1.4752899408340454,0.0031085118282064,0.0067462057469046,0.0024338912535159,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.1038862264660374,,1.4724574089050293,0.0017892669059723,0.0052131903698507,0.0012679478689872,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.1081792262835408,,1.469848394393921,0.0003715007901086,0.0031656668016645,5.493410994217605e-05,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.1000529666635887,,1.4744819402694702,-0.0009922596056263,0.0014921567570378,-0.0011414752813301,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.0929474683855683,,1.475833535194397,-0.0022190070357182,0.0005868847536916,-0.0022776955110874,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1516163537834257,,0.9772554636001588,0.0228526727153765,0.0193881706456662,0.0209138556508099,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1462313546377962,,0.9774233102798462,0.0141533043454096,0.0112536955059567,0.0130279347948139,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.141653248611848,,0.9771360754966736,0.0100156110237678,0.0081137666130388,0.0092042343624639,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.1809191473739526,,0.9649087190628052,0.0073608335837912,0.0061392459760748,0.0067469089861837,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.1920689170440558,,0.9599846601486206,0.0054267549783237,0.004694574171888,0.0049572975611349,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.2002330482688091,,0.9551321864128112,0.0038599399730914,0.003344855639994,0.003525454409092,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.1985565082142336,,0.9568239450454712,0.0025371022714056,0.0022103618186709,0.0023160660895385,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.1914435901688907,,0.9585825800895692,0.001389480558765,0.0013070126726355,0.0012587792915014,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.1732658587570731,,0.966515064239502,0.0003706123478464,0.0006676140614853,0.0003038509416979,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1215863183305522,,0.975364625453949,0.0216363006945651,0.0264211737099053,0.0189941833235746,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1654092721703306,,0.9652879238128662,0.0154261516562932,0.0196576159283006,0.0134603900634632,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.1509886790940972,,0.9644653797149658,0.0123221852276975,0.0170385108182267,0.0106183341458748,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.1595087149281834,,0.9634956121444702,0.0090448710087378,0.0112323347524396,0.0079216375334939,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.1497489155555745,,0.9621904492378236,0.0058912891668396,0.0060700053258772,0.0052842886342519,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.1207879762908379,,0.9670843482017516,0.003489168459608,0.0033988509863717,0.0031492833609708,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.1239861539683123,,0.9650742411613464,0.0015907829378418,0.0019147750070597,0.0013993054371358,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.1092244874460559,,0.9667583107948304,1.196064083710922e-06,0.0010369606265968,-0.0001024999985759,1
body_mass,ridge,14,Southern 4,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.1144074104383063,,0.965270698070526,-0.0013935095742802,0.000506736489853,-0.0014441832232655,1
