target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples,v_full,n_source_islands
3,Selvær,9,1455289297,10,tarsus,0.05154639175257732,10,-0.1566036646201155,15
3,Selvær,9,1455289297,20,tarsus,0.05154639175257732,10,-0.1566036646201155,15
3,Selvær,9,1455289297,40,tarsus,0.05154639175257732,10,-0.1566036646201155,15
3,Selvær,9,1455289297,80,tarsus,0.05154639175257732,10,-0.1566036646201155,15
3,Selvær,9,1455289297,150,tarsus,0.05154639175257732,10,-0.1566036646201155,15
3,Selvær,9,1922389146,10,tarsus,0.10309278350515463,20,0.17834684547413923,15
3,Selvær,9,1922389146,20,tarsus,0.10309278350515463,20,0.17834684547413923,15
3,Selvær,9,1922389146,40,tarsus,0.10309278350515463,20,0.17834684547413923,15
3,Selvær,9,1922389146,80,tarsus,0.10309278350515463,20,0.17834684547413923,15
3,Selvær,9,1922389146,150,tarsus,0.10309278350515463,20,0.17834684547413923,15
3,Selvær,9,926404650,10,tarsus,0.20618556701030927,40,0.2306774792938686,15
3,Selvær,9,926404650,20,tarsus,0.20618556701030927,40,0.2306774792938686,15
3,Selvær,9,926404650,40,tarsus,0.20618556701030927,40,0.2306774792938686,15
3,Selvær,9,926404650,80,tarsus,0.20618556701030927,40,0.2306774792938686,15
3,Selvær,9,926404650,150,tarsus,0.20618556701030927,40,0.2306774792938686,15
3,Selvær,9,1955141446,10,tarsus,0.41237113402061853,80,0.25517242832530085,15
3,Selvær,9,1955141446,20,tarsus,0.41237113402061853,80,0.25517242832530085,15
3,Selvær,9,1955141446,40,tarsus,0.41237113402061853,80,0.25517242832530085,15
3,Selvær,9,1955141446,80,tarsus,0.41237113402061853,80,0.25517242832530085,15
3,Selvær,9,1955141446,150,tarsus,0.41237113402061853,80,0.25517242832530085,15
3,Selvær,9,656561581,10,tarsus,0.7731958762886598,150,0.3189722520135635,15
3,Selvær,9,656561581,20,tarsus,0.7731958762886598,150,0.3189722520135635,15
3,Selvær,9,656561581,40,tarsus,0.7731958762886598,150,0.3189722520135635,15
3,Selvær,9,656561581,80,tarsus,0.7731958762886598,150,0.3189722520135635,15
3,Selvær,9,656561581,150,tarsus,0.7731958762886598,150,0.3189722520135635,15
5,Hestmannøy,9,1236046696,10,tarsus,0.00940733772342427,10,0.1169098560119512,15
5,Hestmannøy,9,1236046696,20,tarsus,0.00940733772342427,10,0.1169098560119512,15
5,Hestmannøy,9,1236046696,40,tarsus,0.00940733772342427,10,0.1169098560119512,15
5,Hestmannøy,9,1236046696,80,tarsus,0.00940733772342427,10,0.1169098560119512,15
5,Hestmannøy,9,1236046696,150,tarsus,0.00940733772342427,10,0.1169098560119512,15
5,Hestmannøy,9,85794980,10,tarsus,0.01881467544684854,20,-0.03689122596920396,15
5,Hestmannøy,9,85794980,20,tarsus,0.01881467544684854,20,-0.03689122596920396,15
5,Hestmannøy,9,85794980,40,tarsus,0.01881467544684854,20,-0.03689122596920396,15
5,Hestmannøy,9,85794980,80,tarsus,0.01881467544684854,20,-0.03689122596920396,15
5,Hestmannøy,9,85794980,150,tarsus,0.01881467544684854,20,-0.03689122596920396,15
5,Hestmannøy,9,723419431,10,tarsus,0.03762935089369708,40,0.03336883078849184,15
5,Hestmannøy,9,723419431,20,tarsus,0.03762935089369708,40,0.03336883078849184,15
5,Hestmannøy,9,723419431,40,tarsus,0.03762935089369708,40,0.03336883078849184,15
5,Hestmannøy,9,723419431,80,tarsus,0.03762935089369708,40,0.03336883078849184,15
5,Hestmannøy,9,723419431,150,tarsus,0.03762935089369708,40,0.03336883078849184,15
5,Hestmannøy,9,35547456,10,tarsus,0.07525870178739416,80,0.18534912946394835,15
5,Hestmannøy,9,35547456,20,tarsus,0.07525870178739416,80,0.18534912946394835,15
5,Hestmannøy,9,35547456,40,tarsus,0.07525870178739416,80,0.18534912946394835,15
5,Hestmannøy,9,35547456,80,tarsus,0.07525870178739416,80,0.18534912946394835,15
5,Hestmannøy,9,35547456,150,tarsus,0.07525870178739416,80,0.18534912946394835,15
5,Hestmannøy,9,335396850,10,tarsus,0.14111006585136407,150,0.10265850020319839,15
5,Hestmannøy,9,335396850,20,tarsus,0.14111006585136407,150,0.10265850020319839,15
5,Hestmannøy,9,335396850,40,tarsus,0.14111006585136407,150,0.10265850020319839,15
5,Hestmannøy,9,335396850,80,tarsus,0.14111006585136407,150,0.10265850020319839,15
5,Hestmannøy,9,335396850,150,tarsus,0.14111006585136407,150,0.10265850020319839,15
14,Southern 4,9,1784621852,10,tarsus,0.0205761316872428,10,-0.4871637504467775,15
14,Southern 4,9,1784621852,20,tarsus,0.0205761316872428,10,-0.4871637504467775,15
14,Southern 4,9,1784621852,40,tarsus,0.0205761316872428,10,-0.4871637504467775,15
14,Southern 4,9,1784621852,80,tarsus,0.0205761316872428,10,-0.4871637504467775,15
14,Southern 4,9,1784621852,150,tarsus,0.0205761316872428,10,-0.4871637504467775,15
14,Southern 4,9,1167026783,10,tarsus,0.0411522633744856,20,0.26047005122194483,15
14,Southern 4,9,1167026783,20,tarsus,0.0411522633744856,20,0.26047005122194483,15
14,Southern 4,9,1167026783,40,tarsus,0.0411522633744856,20,0.26047005122194483,15
14,Southern 4,9,1167026783,80,tarsus,0.0411522633744856,20,0.26047005122194483,15
14,Southern 4,9,1167026783,150,tarsus,0.0411522633744856,20,0.26047005122194483,15
14,Southern 4,9,1751391080,10,tarsus,0.0823045267489712,40,0.2078190935076052,15
14,Southern 4,9,1751391080,20,tarsus,0.0823045267489712,40,0.2078190935076052,15
14,Southern 4,9,1751391080,40,tarsus,0.0823045267489712,40,0.2078190935076052,15
14,Southern 4,9,1751391080,80,tarsus,0.0823045267489712,40,0.2078190935076052,15
14,Southern 4,9,1751391080,150,tarsus,0.0823045267489712,40,0.2078190935076052,15
14,Southern 4,9,601613729,10,tarsus,0.1646090534979424,80,0.17606833537597863,15
14,Southern 4,9,601613729,20,tarsus,0.1646090534979424,80,0.17606833537597863,15
14,Southern 4,9,601613729,40,tarsus,0.1646090534979424,80,0.17606833537597863,15
14,Southern 4,9,601613729,80,tarsus,0.1646090534979424,80,0.17606833537597863,15
14,Southern 4,9,601613729,150,tarsus,0.1646090534979424,80,0.17606833537597863,15
14,Southern 4,9,1203656510,10,tarsus,0.30864197530864196,150,0.1282855833088669,15
14,Southern 4,9,1203656510,20,tarsus,0.30864197530864196,150,0.1282855833088669,15
14,Southern 4,9,1203656510,40,tarsus,0.30864197530864196,150,0.1282855833088669,15
14,Southern 4,9,1203656510,80,tarsus,0.30864197530864196,150,0.1282855833088669,15
14,Southern 4,9,1203656510,150,tarsus,0.30864197530864196,150,0.1282855833088669,15
