trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,2,Træna,full_baseline,full_source_unweighted,none,500,,5405,0.2612314460044322,,4.77710575011306,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.1928750800993843,,4.850494217674576,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.2439431016255622,,4.7794133472657885,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.2811612100503705,,4.7123516705462425,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.2717023730804596,,4.752663292420098,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.2739752201162888,,4.768645946546828,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.2797700611747319,,4.74363683386149,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.2681226996337884,,4.773083953087675,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.2680478516857394,,4.754589387353731,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.253718059711648,,4.780272180773563,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.2864794943340137,,4.8223205070139805,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.2898820874843202,,4.7101893925405545,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.3119368943848311,,4.684785396187067,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.3099122756454281,,4.703908100799593,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.3111339510172223,,4.674066252044276,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.3049223193720973,,4.680118826766915,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.2874519448657652,,4.717508193417459,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.280498144932415,,4.7416020752006816,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.2719919062659419,,4.758222748537851,1
body_mass,2,Træna,ranked_subset,random_individual,random,500,,500,0.16367279508447105,0.06601963316485306,5.155271870136085,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,1000,0.20482670217100094,0.03814419308334334,5.021633976694639,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,1500,0.2115273565095131,0.05438028463756678,5.005215356049121,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,2000,0.2194891915640706,0.027192908580844433,4.939030193254576,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,2500,0.23734319183659683,0.021260693956762396,4.874767425179753,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,3000,0.24145611082678037,0.012933988246238587,4.8646998382349915,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,3500,0.24639365968699675,0.015973004071740092,4.831475632810438,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,4000,0.2540366659321129,0.013016107176582569,4.814802575371798,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,4500,0.2601531114827974,0.006238602747664512,4.799132682534065,5
