target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples,v_full,n_source_islands
3,Selvær,7,334497655,10,tarsus,0.05154639175257732,10,0.21969951549506825,15
3,Selvær,7,334497655,20,tarsus,0.05154639175257732,10,0.21969951549506825,15
3,Selvær,7,334497655,40,tarsus,0.05154639175257732,10,0.21969951549506825,15
3,Selvær,7,334497655,80,tarsus,0.05154639175257732,10,0.21969951549506825,15
3,Selvær,7,334497655,150,tarsus,0.05154639175257732,10,0.21969951549506825,15
3,Selvær,7,960824845,10,tarsus,0.10309278350515463,20,0.4596514192914711,15
3,Selvær,7,960824845,20,tarsus,0.10309278350515463,20,0.4596514192914711,15
3,Selvær,7,960824845,40,tarsus,0.10309278350515463,20,0.4596514192914711,15
3,Selvær,7,960824845,80,tarsus,0.10309278350515463,20,0.4596514192914711,15
3,Selvær,7,960824845,150,tarsus,0.10309278350515463,20,0.4596514192914711,15
3,Selvær,7,990502780,10,tarsus,0.20618556701030927,40,0.022763340756841673,15
3,Selvær,7,990502780,20,tarsus,0.20618556701030927,40,0.022763340756841673,15
3,Selvær,7,990502780,40,tarsus,0.20618556701030927,40,0.022763340756841673,15
3,Selvær,7,990502780,80,tarsus,0.20618556701030927,40,0.022763340756841673,15
3,Selvær,7,990502780,150,tarsus,0.20618556701030927,40,0.022763340756841673,15
3,Selvær,7,893341326,10,tarsus,0.41237113402061853,80,0.11370296970784838,15
3,Selvær,7,893341326,20,tarsus,0.41237113402061853,80,0.11370296970784838,15
3,Selvær,7,893341326,40,tarsus,0.41237113402061853,80,0.11370296970784838,15
3,Selvær,7,893341326,80,tarsus,0.41237113402061853,80,0.11370296970784838,15
3,Selvær,7,893341326,150,tarsus,0.41237113402061853,80,0.11370296970784838,15
3,Selvær,7,796849856,10,tarsus,0.7731958762886598,150,0.206963512324055,15
3,Selvær,7,796849856,20,tarsus,0.7731958762886598,150,0.206963512324055,15
3,Selvær,7,796849856,40,tarsus,0.7731958762886598,150,0.206963512324055,15
3,Selvær,7,796849856,80,tarsus,0.7731958762886598,150,0.206963512324055,15
3,Selvær,7,796849856,150,tarsus,0.7731958762886598,150,0.206963512324055,15
5,Hestmannøy,7,2088490762,10,tarsus,0.00940733772342427,10,-0.040526812155155474,15
5,Hestmannøy,7,2088490762,20,tarsus,0.00940733772342427,10,-0.040526812155155474,15
5,Hestmannøy,7,2088490762,40,tarsus,0.00940733772342427,10,-0.040526812155155474,15
5,Hestmannøy,7,2088490762,80,tarsus,0.00940733772342427,10,-0.040526812155155474,15
5,Hestmannøy,7,2088490762,150,tarsus,0.00940733772342427,10,-0.040526812155155474,15
5,Hestmannøy,7,613841080,10,tarsus,0.01881467544684854,20,0.3231967020760359,15
5,Hestmannøy,7,613841080,20,tarsus,0.01881467544684854,20,0.3231967020760359,15
5,Hestmannøy,7,613841080,40,tarsus,0.01881467544684854,20,0.3231967020760359,15
5,Hestmannøy,7,613841080,80,tarsus,0.01881467544684854,20,0.3231967020760359,15
5,Hestmannøy,7,613841080,150,tarsus,0.01881467544684854,20,0.3231967020760359,15
5,Hestmannøy,7,1589847365,10,tarsus,0.03762935089369708,40,0.17802603056601626,15
5,Hestmannøy,7,1589847365,20,tarsus,0.03762935089369708,40,0.17802603056601626,15
5,Hestmannøy,7,1589847365,40,tarsus,0.03762935089369708,40,0.17802603056601626,15
5,Hestmannøy,7,1589847365,80,tarsus,0.03762935089369708,40,0.17802603056601626,15
5,Hestmannøy,7,1589847365,150,tarsus,0.03762935089369708,40,0.17802603056601626,15
5,Hestmannøy,7,1889447893,10,tarsus,0.07525870178739416,80,0.17111496948585178,15
5,Hestmannøy,7,1889447893,20,tarsus,0.07525870178739416,80,0.17111496948585178,15
5,Hestmannøy,7,1889447893,40,tarsus,0.07525870178739416,80,0.17111496948585178,15
5,Hestmannøy,7,1889447893,80,tarsus,0.07525870178739416,80,0.17111496948585178,15
5,Hestmannøy,7,1889447893,150,tarsus,0.07525870178739416,80,0.17111496948585178,15
5,Hestmannøy,7,1702831887,10,tarsus,0.14111006585136407,150,0.2779840407182892,15
5,Hestmannøy,7,1702831887,20,tarsus,0.14111006585136407,150,0.2779840407182892,15
