target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations
7,Onøy og Lurøy,3,3014,4176,4176,8573156,4,Gjerøy,0.017872320659491726,1,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,3877,3877,8P11947,5,Hestmannøy,0.015188865157211651,2,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4603,4603,8747636,4,Gjerøy,0.015145596208621517,3,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4265,4265,8681009,0,Nesøy,0.013472253001697672,4,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,5116,5116,8939038,4,Gjerøy,0.012800328202024189,5,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4970,4970,8887440,5,Hestmannøy,0.011912197524949089,6,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2469,2469,8N27881,5,Hestmannøy,0.01127354051028143,7,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,5406,5406,8981802,5,Hestmannøy,0.01087999809819024,8,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,494,494,8L64825,2,Træna,0.010670942538552719,9,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1012,1012,8M71532,4,Gjerøy,0.01037994836747825,10,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4780,4780,8800519,5,Hestmannøy,0.009520560751017189,11,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4492,4492,8732685,5,Hestmannøy,0.008966713792869903,12,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4872,4872,8857401,4,Gjerøy,0.008753692755006912,13,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2334,2334,8N14953,6,Indre Kvarøy,0.008574160122340918,14,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4509,4509,8747102,5,Hestmannøy,0.008374422808673282,15,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4816,4816,8816486,5,Hestmannøy,0.008231817257486533,16,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1501,1501,8N05646,14,Southern 4,0.008076764440729654,17,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4083,4083,8P26540,2,Træna,0.007859595588568455,18,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1569,1569,8N05747,4,Gjerøy,0.007670556855237421,19,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,567,567,8L89377,5,Hestmannøy,0.007598924539959109,20,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,492,492,8L64813,2,Træna,0.007495847307338307,21,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2575,2575,8N28695,5,Hestmannøy,0.007105848851231539,22,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1575,1575,8N05797,10,Aldra,0.007044621656936877,23,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1403,1403,8N05283,13,Southern 3,0.006731637153985048,24,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1624,1624,8N05916,9,Sleneset,0.006680337711655435,25,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1021,1021,8M71705,8,Lovund,0.0065579443385202045,26,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2432,2432,8N27415,5,Hestmannøy,0.006483779666428847,27,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4432,4432,8732220,9,Sleneset,0.006120756404340115,28,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,5407,5407,8981803,6,Indre Kvarøy,0.005932591602201451,29,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,958,958,8L64184,11,Southern 1,0.0059138768118662454,30,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,3050,3050,8N73301,15,Southern 5,0.005840785995508042,31,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4214,4214,8651543,4,Gjerøy,0.005790355557802478,32,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,3772,3772,8P11037,2,Træna,0.005402060641789805,33,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,906,906,8M71231,6,Indre Kvarøy,0.005268557848859729,34,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2473,2473,8N27894,6,Indre Kvarøy,0.005110264185987479,35,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1553,1553,8N05704,5,Hestmannøy,0.005053711580228738,36,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1804,1804,8N06864,11,Southern 1,0.004894127186460909,37,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4516,4516,8747121,8,Lovund,0.0048735353599564666,38,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,3152,3152,8N73504,5,Hestmannøy,0.004828750231188917,39,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4650,4650,8747875,1,Myken,0.004727327239092928,40,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2580,2580,8N28714,9,Sleneset,0.0047219433977745955,41,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,3897,3897,8P14103,4,Gjerøy,0.004686644834978214,42,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,177,177,8L30972,9,Sleneset,0.004667011900672868,43,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4777,4777,8800497,4,Gjerøy,0.00462170175937199,44,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,173,173,8L30920,0,Nesøy,0.004587306208068851,45,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,5308,5308,8981029,0,Nesøy,0.004525794647121506,46,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,1685,1685,8N06481,12,Southern 2,0.004519322873281055,47,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4078,4078,8P26525,9,Sleneset,0.004518691042313863,48,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4966,4966,8887421,6,Indre Kvarøy,0.004455153298417554,49,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4862,4862,8857261,9,Sleneset,0.0044088440161931235,50,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,727,727,8M31337,5,Hestmannøy,0.0043601123820303875,51,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,5412,5412,8981820,5,Hestmannøy,0.004328777093520587,52,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4300,4300,8681076,5,Hestmannøy,0.004259565672113088,53,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,4096,4096,8118430,6,Indre Kvarøy,0.004257300473972221,54,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,2340,2340,8N14959,5,Hestmannøy,0.0042559132898579745,55,0.056648247556695605,50
7,Onøy og Lurøy,3,3014,0,0,8L19505,3,Selvær,0.004222047950201457,56,0.056648247556695605,50
