target_island,cal_fraction,repeat,split_seed,subset,ringnr
0,0.05,1,418832341,cal,8N14127
0,0.05,1,418832341,cal,8943142
0,0.05,1,418832341,cal,8L19995
0,0.05,1,418832341,cal,8N05907
0,0.05,1,418832341,cal,8939159
0,0.05,1,418832341,test,8651728
0,0.05,1,418832341,test,8800061
0,0.05,1,418832341,test,8681259
0,0.05,1,418832341,test,8981702
0,0.05,1,418832341,test,8943829
0,0.05,1,418832341,test,8747693
0,0.05,1,418832341,test,8800307
0,0.05,1,418832341,test,8M72656
0,0.05,1,418832341,test,8M72965
0,0.05,1,418832341,test,8N06340
0,0.05,1,418832341,test,8M72892
0,0.05,1,418832341,test,8681261
0,0.05,1,418832341,test,8981029
0,0.05,1,418832341,test,8L48611
0,0.05,1,418832341,test,8N27401
0,0.05,1,418832341,test,8939106
0,0.05,1,418832341,test,8943141
0,0.05,1,418832341,test,8943459
0,0.05,1,418832341,test,8309291
0,0.05,1,418832341,test,8573864
0,0.05,1,418832341,test,8537699
0,0.05,1,418832341,test,8939533
0,0.05,1,418832341,test,8887341
0,0.05,1,418832341,test,8N27975
0,0.05,1,418832341,test,8L52527
0,0.05,1,418832341,test,8887385
0,0.05,1,418832341,test,8M31844
0,0.05,1,418832341,test,8681009
0,0.05,1,418832341,test,8747408
0,0.05,1,418832341,test,8800395
0,0.05,1,418832341,test,8939491
0,0.05,1,418832341,test,8M72891
0,0.05,1,418832341,test,8537700
0,0.05,1,418832341,test,8939595
0,0.05,1,418832341,test,8P14297
0,0.05,1,418832341,test,8N42906
0,0.05,1,418832341,test,8N06305
0,0.05,1,418832341,test,8N42658
0,0.05,1,418832341,test,8M72659
0,0.05,1,418832341,test,8N87363
0,0.05,1,418832341,test,8L48344
0,0.05,1,418832341,test,8N42927
0,0.05,1,418832341,test,8939494
0,0.05,1,418832341,test,8L30920
0,0.05,1,418832341,test,8981701
0,0.05,1,418832341,test,8N42926
0,0.05,1,418832341,test,8M72654
0,0.05,1,418832341,test,8651576
0,0.05,1,418832341,test,8651884
0,0.05,1,418832341,test,8981704
0,0.05,1,418832341,test,8M71407
0,0.05,1,418832341,test,8747609
0,0.05,1,418832341,test,8651621
0,0.05,1,418832341,test,8800482
0,0.05,1,418832341,test,8943143
0,0.05,1,418832341,test,8N28698
0,0.05,1,418832341,test,8L89282
0,0.05,1,418832341,test,8747692
0,0.05,1,418832341,test,8N42657
0,0.05,1,418832341,test,8M71253
0,0.05,1,418832341,test,8L30922
