trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,0,Nesøy,full_baseline,full_source_unweighted,none,500,,5578,0.3114649623678736,,4.104713101029857,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.3608847341721014,,3.88475613755164,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.3966027806874201,,3.811104502320806,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.3763543010826543,,3.923400881045684,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.3624243659941811,,3.926420646291053,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.3425474035058127,,3.956795462767254,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.3379086637057673,,4.010608483692018,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.3295566398314957,,4.043675228350899,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.3279005935777964,,4.023501304045696,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.3182296477517754,,4.057280601006392,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.4761185383392775,,3.206134164256801,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.3631122570195624,,3.8009457831938303,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.3785430517849117,,3.8495225152605257,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.3452079908331111,,3.9797790869602,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.3350285614989671,,4.049747920464643,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.3118649373298346,,4.0754010396424665,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.3191091926840782,,4.061689892898586,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.3159562135517054,,4.089145923673005,1
body_mass,0,Nesøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.3232886921756902,,4.098135103035921,1
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,500,0.1403084683261706,0.13582581831230528,4.346594409360798,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,1000,0.18524076784815208,0.06226927363705283,4.160328417278667,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,1500,0.21308789838452583,0.0680657943213585,4.139405147691816,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,2000,0.23659738926165036,0.0553326836606048,4.1950358840551925,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,2500,0.22920275172417756,0.05218566421629465,4.242095189439657,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,3000,0.25861006644258744,0.03861866998115731,4.179624821496956,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,3500,0.25577096512270875,0.024275721180233314,4.230927021346309,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,4000,0.2731133784287608,0.014199715501230134,4.196753005438039,5
body_mass,0,Nesøy,ranked_subset,random_individual,random,500,,4500,0.2910611098669804,0.022261268137605466,4.159973552204557,5
