target_island,cal_fraction,repeat,split_seed,subset,ringnr
0,0.05,0,41486119,cal,8M71407
0,0.05,0,41486119,cal,8981711
0,0.05,0,41486119,cal,8943459
0,0.05,0,41486119,cal,8N72721
0,0.05,0,41486119,cal,8N28691
0,0.05,0,41486119,test,8537699
0,0.05,0,41486119,test,8L89822
0,0.05,0,41486119,test,8N42927
0,0.05,0,41486119,test,8N06305
0,0.05,0,41486119,test,8857249
0,0.05,0,41486119,test,8L52527
0,0.05,0,41486119,test,8939494
0,0.05,0,41486119,test,8L19991
0,0.05,0,41486119,test,8M72653
0,0.05,0,41486119,test,8651621
0,0.05,0,41486119,test,8N27401
0,0.05,0,41486119,test,8N42657
0,0.05,0,41486119,test,8681422
0,0.05,0,41486119,test,8943142
0,0.05,0,41486119,test,8943143
0,0.05,0,41486119,test,8939106
0,0.05,0,41486119,test,8M31844
0,0.05,0,41486119,test,8887341
0,0.05,0,41486119,test,8N14127
0,0.05,0,41486119,test,8651576
0,0.05,0,41486119,test,8573864
0,0.05,0,41486119,test,8N27975
0,0.05,0,41486119,test,8N05905
0,0.05,0,41486119,test,8L89363
0,0.05,0,41486119,test,8M72656
0,0.05,0,41486119,test,8939492
0,0.05,0,41486119,test,8943829
0,0.05,0,41486119,test,8943141
0,0.05,0,41486119,test,8L48611
0,0.05,0,41486119,test,8747408
0,0.05,0,41486119,test,8981029
0,0.05,0,41486119,test,8N42926
0,0.05,0,41486119,test,8747609
0,0.05,0,41486119,test,8747693
0,0.05,0,41486119,test,8800395
0,0.05,0,41486119,test,8681009
0,0.05,0,41486119,test,8414501
0,0.05,0,41486119,test,8N42530
0,0.05,0,41486119,test,8939561
0,0.05,0,41486119,test,8573567
0,0.05,0,41486119,test,8800450
0,0.05,0,41486119,test,8L19995
0,0.05,0,41486119,test,8N06340
0,0.05,0,41486119,test,8943752
0,0.05,0,41486119,test,8939562
0,0.05,0,41486119,test,8N06306
0,0.05,0,41486119,test,8M71811
0,0.05,0,41486119,test,8747691
0,0.05,0,41486119,test,8N42906
0,0.05,0,41486119,test,8943135
0,0.05,0,41486119,test,8M71253
0,0.05,0,41486119,test,8651884
0,0.05,0,41486119,test,8M72654
0,0.05,0,41486119,test,8981704
0,0.05,0,41486119,test,8L30922
0,0.05,0,41486119,test,8M72891
0,0.05,0,41486119,test,8939159
0,0.05,0,41486119,test,8651730
