trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M31352,8M31352,5,Hestmannøy,1,0.05347757567696822,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M31602,8M31602,5,Hestmannøy,2,0.04134828080512896,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8N42717,8N42717,5,Hestmannøy,3,0.038151942390213196,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8N72734,8N72734,6,Indre Kvarøy,4,0.03565395938834264,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8681095,8681095,5,Hestmannøy,5,0.03456623444339038,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8866741,8866741,6,Indre Kvarøy,6,0.033567240302378024,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8L19986,8L19986,6,Indre Kvarøy,7,0.03203162903517381,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8857730,8857730,5,Hestmannøy,8,0.03070723571489845,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8N87070,8N87070,5,Hestmannøy,9,0.027899710092977106,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8598592,8598592,3,Selvær,10,0.027782833410782203,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8681181,8681181,5,Hestmannøy,11,0.026346051314969032,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8800077,8800077,5,Hestmannøy,12,0.025754457866358386,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8800045,8800045,5,Hestmannøy,13,0.025354308591097767,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8800046,8800046,5,Hestmannøy,14,0.02515972549272638,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8730418,8730418,5,Hestmannøy,15,0.02491218149925359,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8168650,8168650,5,Hestmannøy,16,0.024865625387461066,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8P14126,8P14126,7,Onøy og Lurøy,17,0.02449790230553022,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M71100,8M71100,5,Hestmannøy,18,0.02413303609450603,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8934077,8934077,5,Hestmannøy,19,0.023700731327856522,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8730496,8730496,5,Hestmannøy,20,0.02303352334319511,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8866754,8866754,5,Hestmannøy,21,0.022657333039346778,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8939630,8939630,5,Hestmannøy,22,0.021588901467962957,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8L89244,8L89244,6,Indre Kvarøy,23,0.021585053859168736,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8800101,8800101,10,Aldra,24,0.021337522116934418,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8934333,8934333,6,Indre Kvarøy,25,0.020662152736915705,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M31372,8M31372,5,Hestmannøy,26,0.02042071861240233,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8800303,8800303,5,Hestmannøy,27,0.020184339313243496,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8L89793,8L89793,5,Hestmannøy,28,0.02000208009538349,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8816456,8816456,6,Indre Kvarøy,29,0.019882497486651485,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M71298,8M71298,6,Indre Kvarøy,30,0.019870277262762887,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8L89847,8L89847,5,Hestmannøy,31,0.019833166787548956,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8747900,8747900,5,Hestmannøy,32,0.0195369990336088,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8730537,8730537,5,Hestmannøy,33,0.018481973696438538,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M31370,8M31370,5,Hestmannøy,34,0.01814923629741618,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8934072,8934072,5,Hestmannøy,35,0.01792458454001089,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8L89245,8L89245,6,Indre Kvarøy,36,0.017780603953885237,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8939344,8939344,5,Hestmannøy,37,0.01772869144367441,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M72764,8M72764,6,Indre Kvarøy,38,0.017568982962045496,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M71061,8M71061,5,Hestmannøy,39,0.01750668256798622,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8866789,8866789,5,Hestmannøy,40,0.017434238079453813,
body_mass,4,Gjerøy,0,31823479,500,bpcrr_topk_avggrm,avggrm,500,,8M71305,8M71305,6,Indre Kvarøy,41,0.017408601770048337,
