target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples,v_full,n_source_islands
3,Selvær,4,827094515,10,wing,0.05235602094240838,10,0.08793289896286521,15
3,Selvær,4,827094515,20,wing,0.05235602094240838,10,0.08793289896286521,15
3,Selvær,4,827094515,40,wing,0.05235602094240838,10,0.08793289896286521,15
3,Selvær,4,827094515,80,wing,0.05235602094240838,10,0.08793289896286521,15
3,Selvær,4,827094515,150,wing,0.05235602094240838,10,0.08793289896286521,15
3,Selvær,4,1439329703,10,wing,0.10471204188481675,20,0.4411054128311519,15
3,Selvær,4,1439329703,20,wing,0.10471204188481675,20,0.4411054128311519,15
3,Selvær,4,1439329703,40,wing,0.10471204188481675,20,0.4411054128311519,15
3,Selvær,4,1439329703,80,wing,0.10471204188481675,20,0.4411054128311519,15
3,Selvær,4,1439329703,150,wing,0.10471204188481675,20,0.4411054128311519,15
3,Selvær,4,603974812,10,wing,0.2094240837696335,40,0.479835599141491,15
3,Selvær,4,603974812,20,wing,0.2094240837696335,40,0.479835599141491,15
3,Selvær,4,603974812,40,wing,0.2094240837696335,40,0.479835599141491,15
3,Selvær,4,603974812,80,wing,0.2094240837696335,40,0.479835599141491,15
3,Selvær,4,603974812,150,wing,0.2094240837696335,40,0.479835599141491,15
3,Selvær,4,1291115596,10,wing,0.418848167539267,80,0.31835794918116395,15
3,Selvær,4,1291115596,20,wing,0.418848167539267,80,0.31835794918116395,15
3,Selvær,4,1291115596,40,wing,0.418848167539267,80,0.31835794918116395,15
3,Selvær,4,1291115596,80,wing,0.418848167539267,80,0.31835794918116395,15
3,Selvær,4,1291115596,150,wing,0.418848167539267,80,0.31835794918116395,15
3,Selvær,4,1261128961,10,wing,0.7853403141361257,150,0.34218978024699737,15
3,Selvær,4,1261128961,20,wing,0.7853403141361257,150,0.34218978024699737,15
3,Selvær,4,1261128961,40,wing,0.7853403141361257,150,0.34218978024699737,15
3,Selvær,4,1261128961,80,wing,0.7853403141361257,150,0.34218978024699737,15
3,Selvær,4,1261128961,150,wing,0.7853403141361257,150,0.34218978024699737,15
5,Hestmannøy,4,687524618,10,wing,0.009478672985781991,10,-0.15779889282447954,15
5,Hestmannøy,4,687524618,20,wing,0.009478672985781991,10,-0.15779889282447954,15
5,Hestmannøy,4,687524618,40,wing,0.009478672985781991,10,-0.15779889282447954,15
5,Hestmannøy,4,687524618,80,wing,0.009478672985781991,10,-0.15779889282447954,15
5,Hestmannøy,4,687524618,150,wing,0.009478672985781991,10,-0.15779889282447954,15
5,Hestmannøy,4,458461158,10,wing,0.018957345971563982,20,0.21189986402198124,15
5,Hestmannøy,4,458461158,20,wing,0.018957345971563982,20,0.21189986402198124,15
5,Hestmannøy,4,458461158,40,wing,0.018957345971563982,20,0.21189986402198124,15
5,Hestmannøy,4,458461158,80,wing,0.018957345971563982,20,0.21189986402198124,15
5,Hestmannøy,4,458461158,150,wing,0.018957345971563982,20,0.21189986402198124,15
5,Hestmannøy,4,1409464005,10,wing,0.037914691943127965,40,-0.04732124943702295,15
5,Hestmannøy,4,1409464005,20,wing,0.037914691943127965,40,-0.04732124943702295,15
5,Hestmannøy,4,1409464005,40,wing,0.037914691943127965,40,-0.04732124943702295,15
5,Hestmannøy,4,1409464005,80,wing,0.037914691943127965,40,-0.04732124943702295,15
5,Hestmannøy,4,1409464005,150,wing,0.037914691943127965,40,-0.04732124943702295,15
5,Hestmannøy,4,1763476604,10,wing,0.07582938388625593,80,0.33911171421768077,15
5,Hestmannøy,4,1763476604,20,wing,0.07582938388625593,80,0.33911171421768077,15
5,Hestmannøy,4,1763476604,40,wing,0.07582938388625593,80,0.33911171421768077,15
5,Hestmannøy,4,1763476604,80,wing,0.07582938388625593,80,0.33911171421768077,15
5,Hestmannøy,4,1763476604,150,wing,0.07582938388625593,80,0.33911171421768077,15
