trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,1,Myken,full_baseline,full_source_unweighted,none,500,,5605,0.1674849498757644,,5.761599197649175,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,-0.057924157079784,,6.380671064812687,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,-0.019354179195931,,6.156569548545352,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.0532605741831105,,6.025859921141016,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.0713203168357167,,5.981187384968495,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.0888933484312943,,5.930717914577227,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.0816793668316849,,5.936209091087568,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.0952989499973404,,5.895917822711766,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.114789643092314,,5.859817827274052,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1335173892139904,,5.819072122921151,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,-0.1585129373373172,,6.853183415456177,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,-0.056368594857123,,6.383244507614761,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,-0.0612743976557094,,6.329080796117999,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.0324255101482991,,5.987689341155889,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.0845019306752868,,5.874725256803074,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.0919003127284777,,5.861918848942347,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.0750433489176116,,5.890849924104571,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.0593355801630771,,5.937891514892312,1
body_mass,1,Myken,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.0834134263564406,,5.8864787269171135,1
body_mass,1,Myken,ranked_subset,random_individual,random,500,,500,0.0509670292588167,0.10596895363633915,5.968656791041501,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,1000,0.08864893156043588,0.12256992577245547,5.929632456603892,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,1500,0.14063823702950523,0.07528162372195661,5.824632642578519,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,2000,0.1579921303532247,0.07314594401508044,5.789830904533688,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,2500,0.134048111102229,0.06347401748609274,5.856735066161097,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,3000,0.12854504181896498,0.036374883570844584,5.836047112665922,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,3500,0.15319689825091065,0.033097678506468484,5.781620170749236,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,4000,0.17154346594730724,0.033798693006260115,5.751825693759922,5
body_mass,1,Myken,ranked_subset,random_individual,random,500,,4500,0.18101855060681377,0.02167795359029785,5.741585551962975,5
