target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
4,Gjerøy,2,2014,3948,3948,8598592,3,Selvær,0.0038800744747727028,1,0.11948354463314359,300,168
4,Gjerøy,2,2014,4347,4347,8747713,7,Onøy og Lurøy,0.003284112373065995,2,0.11948354463314359,300,170
4,Gjerøy,2,2014,4741,4741,8934287,7,Onøy og Lurøy,0.002976587103984761,3,0.11948354463314359,300,180
4,Gjerøy,2,2014,218,218,8L48609,6,Indre Kvarøy,0.0027238107949918247,4,0.11948354463314359,300,171
4,Gjerøy,2,2014,3903,3903,8309251,5,Hestmannøy,0.002649816758371534,5,0.11948354463314359,300,167
4,Gjerøy,2,2014,2239,2239,8N27307,5,Hestmannøy,0.0025404782950816827,6,0.11948354463314359,300,167
4,Gjerøy,2,2014,4107,4107,8730451,1,Myken,0.0025381275380064474,7,0.11948354463314359,300,174
4,Gjerøy,2,2014,58,58,8L19995,0,Nesøy,0.0025273995012212664,8,0.11948354463314359,300,171
4,Gjerøy,2,2014,4648,4648,8887370,5,Hestmannøy,0.002099275289962014,9,0.11948354463314359,300,165
4,Gjerøy,2,2014,4012,4012,8681038,5,Hestmannøy,0.0020981146734155203,10,0.11948354463314359,300,169
4,Gjerøy,2,2014,4832,4832,8939180,5,Hestmannøy,0.002004383275770433,11,0.11948354463314359,300,162
4,Gjerøy,2,2014,4541,4541,8816921,6,Indre Kvarøy,0.001898850762616565,12,0.11948354463314359,300,156
4,Gjerøy,2,2014,4845,4845,8939344,5,Hestmannøy,0.001795380472393498,13,0.11948354463314359,300,152
4,Gjerøy,2,2014,1845,1845,8N13927,5,Hestmannøy,0.0017628943998088834,14,0.11948354463314359,300,158
4,Gjerøy,2,2014,2618,2618,8N72394,6,Indre Kvarøy,0.001668394944765582,15,0.11948354463314359,300,168
4,Gjerøy,2,2014,1435,1435,8N05846,5,Hestmannøy,0.0016600788061445155,16,0.11948354463314359,300,168
4,Gjerøy,2,2014,5088,5088,8981657,2,Træna,0.001652494024044764,17,0.11948354463314359,300,170
4,Gjerøy,2,2014,526,526,8L89335,6,Indre Kvarøy,0.001624593994125863,18,0.11948354463314359,300,159
