target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples,v_full,n_source_islands
3,Selvær,0,1658532137,10,wing,0.0523560209424083,10,0.5963119578746189,15
3,Selvær,0,1658532137,20,wing,0.0523560209424083,10,0.5963119578746189,15
3,Selvær,0,1658532137,40,wing,0.0523560209424083,10,0.5963119578746189,15
3,Selvær,0,1658532137,80,wing,0.0523560209424083,10,0.5963119578746189,15
3,Selvær,0,1658532137,150,wing,0.0523560209424083,10,0.5963119578746189,15
3,Selvær,0,233182430,10,wing,0.1047120418848167,20,0.1036351374903153,15
3,Selvær,0,233182430,20,wing,0.1047120418848167,20,0.1036351374903153,15
3,Selvær,0,233182430,40,wing,0.1047120418848167,20,0.1036351374903153,15
3,Selvær,0,233182430,80,wing,0.1047120418848167,20,0.1036351374903153,15
3,Selvær,0,233182430,150,wing,0.1047120418848167,20,0.1036351374903153,15
3,Selvær,0,243972437,10,wing,0.2094240837696335,40,0.5819079727934462,15
3,Selvær,0,243972437,20,wing,0.2094240837696335,40,0.5819079727934462,15
3,Selvær,0,243972437,40,wing,0.2094240837696335,40,0.5819079727934462,15
3,Selvær,0,243972437,80,wing,0.2094240837696335,40,0.5819079727934462,15
3,Selvær,0,243972437,150,wing,0.2094240837696335,40,0.5819079727934462,15
3,Selvær,0,2064934445,10,wing,0.418848167539267,80,0.1837845991536556,15
3,Selvær,0,2064934445,20,wing,0.418848167539267,80,0.1837845991536556,15
3,Selvær,0,2064934445,40,wing,0.418848167539267,80,0.1837845991536556,15
3,Selvær,0,2064934445,80,wing,0.418848167539267,80,0.1837845991536556,15
3,Selvær,0,2064934445,150,wing,0.418848167539267,80,0.1837845991536556,15
3,Selvær,0,1842124371,10,wing,0.7853403141361257,150,0.2899354952938698,15
3,Selvær,0,1842124371,20,wing,0.7853403141361257,150,0.2899354952938698,15
3,Selvær,0,1842124371,40,wing,0.7853403141361257,150,0.2899354952938698,15
3,Selvær,0,1842124371,80,wing,0.7853403141361257,150,0.2899354952938698,15
3,Selvær,0,1842124371,150,wing,0.7853403141361257,150,0.2899354952938698,15
3,Selvær,1,1779665464,10,wing,0.0523560209424083,10,0.3682312025345728,15
3,Selvær,1,1779665464,20,wing,0.0523560209424083,10,0.3682312025345728,15
3,Selvær,1,1779665464,40,wing,0.0523560209424083,10,0.3682312025345728,15
3,Selvær,1,1779665464,80,wing,0.0523560209424083,10,0.3682312025345728,15
3,Selvær,1,1779665464,150,wing,0.0523560209424083,10,0.3682312025345728,15
3,Selvær,1,1336788504,10,wing,0.1047120418848167,20,-0.1671187183711327,15
3,Selvær,1,1336788504,20,wing,0.1047120418848167,20,-0.1671187183711327,15
3,Selvær,1,1336788504,40,wing,0.1047120418848167,20,-0.1671187183711327,15
3,Selvær,1,1336788504,80,wing,0.1047120418848167,20,-0.1671187183711327,15
3,Selvær,1,1336788504,150,wing,0.1047120418848167,20,-0.1671187183711327,15
3,Selvær,1,683791697,10,wing,0.2094240837696335,40,0.2042989773450054,15
3,Selvær,1,683791697,20,wing,0.2094240837696335,40,0.2042989773450054,15
3,Selvær,1,683791697,40,wing,0.2094240837696335,40,0.2042989773450054,15
3,Selvær,1,683791697,80,wing,0.2094240837696335,40,0.2042989773450054,15
3,Selvær,1,683791697,150,wing,0.2094240837696335,40,0.2042989773450054,15
3,Selvær,1,1465445187,10,wing,0.418848167539267,80,0.3676175161122249,15
