trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19559,8L19559,8,Lovund,1,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19595,8L19595,3,Selvær,2,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19728,8L19728,4,Gjerøy,3,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19862,8L19862,6,Indre Kvarøy,4,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19917,8L19917,5,Hestmannøy,5,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19974,8L19974,5,Hestmannøy,6,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L19987,8L19987,4,Gjerøy,7,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L26526,8L26526,9,Sleneset,8,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L26578,8L26578,6,Indre Kvarøy,9,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L26581,8L26581,6,Indre Kvarøy,10,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L26587,8L26587,5,Hestmannøy,11,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30340,8L30340,6,Indre Kvarøy,12,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30352,8L30352,7,Onøy og Lurøy,13,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30753,8L30753,11,Southern 1,14,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30762,8L30762,12,Southern 2,15,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30767,8L30767,12,Southern 2,16,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30779,8L30779,4,Gjerøy,17,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30847,8L30847,5,Hestmannøy,18,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30859,8L30859,9,Sleneset,19,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L30972,8L30972,9,Sleneset,20,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48415,8L48415,7,Onøy og Lurøy,21,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48446,8L48446,5,Hestmannøy,22,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48448,8L48448,5,Hestmannøy,23,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48454,8L48454,5,Hestmannøy,24,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48555,8L48555,3,Selvær,25,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48592,8L48592,5,Hestmannøy,26,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48759,8L48759,11,Southern 1,27,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L48767,8L48767,11,Southern 1,28,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52204,8L52204,8,Lovund,29,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52212,8L52212,5,Hestmannøy,30,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52243,8L52243,5,Hestmannøy,31,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52390,8L52390,11,Southern 1,32,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52398,8L52398,12,Southern 2,33,,
body_mass,2,Træna,0,691795168,500,bpcrr_topk_bpcrr_pev_ga,bpcrr_pev_ga,500,500.0,8L52404,8L52404,6,Indre Kvarøy,34,,
