trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N72691,8N72691,11,Southern 1,1,0.04568522166923025,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87586,8N87586,11,Southern 1,2,0.04236357324988387,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14567,8N14567,11,Southern 1,3,0.040357657539552984,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87590,8N87590,11,Southern 1,4,0.03474555342784472,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87538,8N87538,11,Southern 1,5,0.034446290980479174,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87591,8N87591,11,Southern 1,6,0.0342290445915164,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73917,8N73917,11,Southern 1,7,0.032578508755580535,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87585,8N87585,11,Southern 1,8,0.03238596624698438,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73485,8N73485,11,Southern 1,9,0.03075393255362126,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73911,8N73911,11,Southern 1,10,0.03053183222884684,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87542,8N87542,11,Southern 1,11,0.030397720950958194,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14562,8N14562,11,Southern 1,12,0.030233493560029107,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73626,8N73626,11,Southern 1,13,0.030190586478914247,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73454,8N73454,11,Southern 1,14,0.029426878609361953,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14571,8N14571,11,Southern 1,15,0.029261498228523593,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87537,8N87537,11,Southern 1,16,0.029136562646742407,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14576,8N14576,11,Southern 1,17,0.02905644914892288,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14591,8N14591,11,Southern 1,18,0.028823142531557742,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8M31764,8M31764,11,Southern 1,19,0.028245265192347116,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14545,8N14545,11,Southern 1,20,0.02797501209173995,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N05874,8N05874,11,Southern 1,21,0.02793725087915491,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8L89981,8L89981,7,Onøy og Lurøy,22,0.027460998483349666,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73487,8N73487,11,Southern 1,23,0.027041896983596395,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87580,8N87580,11,Southern 1,24,0.02617698271563597,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8M31765,8M31765,11,Southern 1,25,0.026149355120694974,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N14533,8N14533,11,Southern 1,26,0.026101066418964994,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8M72570,8M72570,11,Southern 1,27,0.02608198953631182,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8L64184,8L64184,11,Southern 1,28,0.025855647807041384,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N87595,8N87595,11,Southern 1,29,0.025782037725303995,
body_mass,13,Southern 3,0,33537373,500,bpcrr_topk_avggrm,avggrm,500,,8N73909,8N73909,11,Southern 1,30,0.025772159202431234,
