target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
4,Gjerøy,5,5014,4916,4916,8939768,5,Hestmannøy,0.0029488976030984993,1,0.08776086488357984,300,130
4,Gjerøy,5,5014,4241,4241,8747114,6,Indre Kvarøy,0.0024646043971511787,2,0.08776086488357984,300,155
4,Gjerøy,5,5014,704,704,8M31602,5,Hestmannøy,0.002380002403102416,3,0.08776086488357984,300,143
4,Gjerøy,5,5014,4588,4588,8866710,6,Indre Kvarøy,0.002368960530091506,4,0.08776086488357984,300,153
4,Gjerøy,5,5014,668,668,8M31352,5,Hestmannøy,0.00235645619615004,5,0.08776086488357984,300,142
4,Gjerøy,5,5014,928,928,8M71865,5,Hestmannøy,0.0019380515752405868,6,0.08776086488357984,300,128
4,Gjerøy,5,5014,5025,5025,8981156,12,Vega,0.0018190113113219983,7,0.08776086488357984,300,142
4,Gjerøy,5,5014,1026,1026,8M72659,0,Nesøy,0.0017948765313134467,8,0.08776086488357984,300,137
4,Gjerøy,5,5014,4836,4836,8939196,5,Hestmannøy,0.0016763077523070013,9,0.08776086488357984,300,143
4,Gjerøy,5,5014,3174,3174,8N87070,5,Hestmannøy,0.0016352311031820586,10,0.08776086488357984,300,148
4,Gjerøy,5,5014,2560,2560,8N42717,5,Hestmannøy,0.0016065033953998665,11,0.08776086488357984,300,146
4,Gjerøy,5,5014,3958,3958,8651576,0,Nesøy,0.0015410464296527946,12,0.08776086488357984,300,154
4,Gjerøy,5,5014,3026,3026,8N73681,13,Vikna,0.0015273776242259382,13,0.08776086488357984,300,154
4,Gjerøy,5,5014,4137,4137,8730584,5,Hestmannøy,0.0015243352089037558,14,0.08776086488357984,300,131
4,Gjerøy,5,5014,4363,4363,8747741,6,Indre Kvarøy,0.001503671639390403,15,0.08776086488357984,300,136
4,Gjerøy,5,5014,4109,4109,8730454,5,Hestmannøy,0.0015010745978549216,16,0.08776086488357984,300,138
4,Gjerøy,5,5014,134,134,8L30761,10,Aldra,0.0014609020200976603,17,0.08776086488357984,300,134
4,Gjerøy,5,5014,4263,4263,8747260,6,Indre Kvarøy,0.0014562242294648754,18,0.08776086488357984,300,139
4,Gjerøy,5,5014,1185,1185,8N05203,12,Vega,0.0013967788410531444,19,0.08776086488357984,300,132
4,Gjerøy,5,5014,2383,2383,8N28499,2,Træna,0.0013926942714796175,20,0.08776086488357984,300,142
4,Gjerøy,5,5014,615,615,8M31207,7,Onøy og Lurøy,0.0013707886936925133,21,0.08776086488357984,300,145
4,Gjerøy,5,5014,4243,4243,8747118,5,Hestmannøy,0.0013618762415610107,22,0.08776086488357984,300,133
