trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,4,Gjerøy,full_baseline,full_source_unweighted,none,500,,5139,0.0766147360649223,,1.4893140717787434,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.0321367976899266,,1.5137932958287763,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.0516208368484298,,1.5040780003716596,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.0592044921354517,,1.4953941561503792,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.044119262836822,,1.5044630716449356,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.0669179136448475,,1.4939148191923115,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.0815005699481488,,1.4902271701584446,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.0733743482589385,,1.491964527816585,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.0679676667568512,,1.494311400693515,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.0692061337826662,,1.4932941149487176,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.064724209184997,,1.4985423634915525,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.0665463815615365,,1.4998297331062127,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1001620793901237,,1.4917586799825124,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.0761244915708721,,1.5034180954088654,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.084365511566634,,1.497124078938472,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.0814437988956187,,1.4941317253920288,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.0848987927079493,,1.4904236147206835,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.0813990899804775,,1.4917665417636927,1
body_mass,4,Gjerøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.0733206887700217,,1.4920889653174776,1
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,500,0.07426332815248429,0.07566686268192727,1.4917055090333362,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,1000,0.08498187148512339,0.04709064465624274,1.4843190225795848,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,1500,0.09330267181949994,0.027243564808300993,1.4818806476138575,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,2000,0.10274074026135402,0.034471394760787234,1.4798473096472,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,2500,0.08672144411915586,0.044308238244086126,1.484159464048969,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,3000,0.08892517535756997,0.04371208033668658,1.4855689363711322,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,3500,0.09703385617284668,0.031902835929915024,1.4833923871427903,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,4000,0.08630556987169048,0.02363521467141172,1.4865267694605508,5
body_mass,4,Gjerøy,ranked_subset,random_individual,random,500,,4500,0.07586198553549006,0.019799450594290734,1.489670619879595,5
