trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L52909,8L52909,2,Træna,1,0.09836604920651544,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8934039,8934039,3,Selvær,2,0.07638178983766881,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573815,8573815,3,Selvær,3,0.07593685624155568,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8939578,8939578,5,Hestmannøy,4,0.0694703703298517,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730932,8730932,3,Selvær,5,0.06386823521775452,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L89988,8L89988,2,Træna,6,0.06364768270996558,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N27965,8N27965,8,Lovund,7,0.06304191496459359,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573608,8573608,7,Onøy og Lurøy,8,0.06297002671885191,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N05724,8N05724,3,Selvær,9,0.062396628230245034,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8732237,8732237,2,Træna,10,0.0606352027298677,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M71585,8M71585,2,Træna,11,0.0597223656920204,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8981873,8981873,2,Træna,12,0.05664685737871799,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8934880,8934880,8,Lovund,13,0.05586877812302498,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M72002,8M72002,8,Lovund,14,0.054146504626639586,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M72013,8M72013,3,Selvær,15,0.05370155256348193,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N13490,8N13490,8,Lovund,16,0.053666352462309164,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681473,8681473,3,Selvær,17,0.0533432326734658,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8934484,8934484,2,Træna,18,0.05280577865582103,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8651903,8651903,2,Træna,19,0.049836856847628695,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N87267,8N87267,8,Lovund,20,0.04928823248300144,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730972,8730972,3,Selvær,21,0.04903138507188283,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747274,8747274,2,Træna,22,0.0483621806042938,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8943164,8943164,3,Selvær,23,0.048283112459941234,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L30847,8L30847,5,Hestmannøy,24,0.04762022904010725,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573989,8573989,3,Selvær,25,0.04745102094787303,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L52978,8L52978,5,Hestmannøy,26,0.04733889619834985,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8939460,8939460,3,Selvær,27,0.047329492040391226,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573752,8573752,7,Onøy og Lurøy,28,0.04610087127894774,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M72014,8M72014,3,Selvær,29,0.04605546256341572,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8651786,8651786,3,Selvær,30,0.045102972636690025,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L89998,8L89998,3,Selvær,31,0.04499348537444566,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730554,8730554,3,Selvær,32,0.04497582734031589,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L64265,8L64265,2,Træna,33,0.04481614738409558,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730943,8730943,3,Selvær,34,0.04450364834760721,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681500,8681500,2,Træna,35,0.04448048659515089,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747288,8747288,3,Selvær,36,0.044319237317896165,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730951,8730951,3,Selvær,37,0.04419235948904906,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L52241,8L52241,3,Selvær,38,0.0438962072970123,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L30848,8L30848,3,Selvær,39,0.04366498261710712,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8939442,8939442,3,Selvær,40,0.04359698968291349,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L64266,8L64266,3,Selvær,41,0.04335754917256527,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730927,8730927,3,Selvær,42,0.0429508748871921,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747492,8747492,3,Selvær,43,0.04202042934436473,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730552,8730552,3,Selvær,44,0.041835126286799904,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8P14459,8P14459,0,Nesøy,45,0.04153186831984957,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8651512,8651512,3,Selvær,46,0.041453062375748174,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L30819,8L30819,3,Selvær,47,0.04100730264791859,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M72136,8M72136,2,Træna,48,0.040787298670782686,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747161,8747161,3,Selvær,49,0.040304421192300266,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681240,8681240,3,Selvær,50,0.040106166647531465,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681496,8681496,2,Træna,51,0.040057679910220315,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573682,8573682,4,Gjerøy,52,0.0400313002600596,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L64169,8L64169,3,Selvær,53,0.03993782229881769,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681248,8681248,3,Selvær,54,0.03974314294313816,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8981956,8981956,3,Selvær,55,0.039741750075536764,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747281,8747281,3,Selvær,56,0.03961051976139864,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L57859,8L57859,2,Træna,57,0.0391486408017664,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747730,8747730,2,Træna,58,0.03909314397788408,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747498,8747498,3,Selvær,59,0.03900370837497592,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747497,8747497,3,Selvær,60,0.03899424748955519,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8651783,8651783,3,Selvær,61,0.0384229921909493,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L52243,8L52243,5,Hestmannøy,62,0.038060724159550315,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L52619,8L52619,3,Selvær,63,0.03796827982627814,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8887130,8887130,3,Selvær,64,0.03789183648376351,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747532,8747532,5,Hestmannøy,65,0.03763871427775005,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8732235,8732235,2,Træna,66,0.037322798230304405,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730970,8730970,2,Træna,67,0.03715752769145314,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N14758,8N14758,2,Træna,68,0.03672906440152095,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730551,8730551,3,Selvær,69,0.036464503067576315,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8681236,8681236,3,Selvær,70,0.03626866525355742,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730465,8730465,2,Træna,71,0.036025529039439716,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8573281,8573281,3,Selvær,72,0.03595770450552778,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8800354,8800354,5,Hestmannøy,73,0.03536953456320942,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L64256,8L64256,3,Selvær,74,0.03441208833917178,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747590,8747590,2,Træna,75,0.03433477324990133,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747145,8747145,2,Træna,76,0.03416494913992426,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8L89995,8L89995,3,Selvær,77,0.03386174897017031,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8168665,8168665,5,Hestmannøy,78,0.03374686039437208,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747588,8747588,2,Træna,79,0.03351220644903437,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8747375,8747375,3,Selvær,80,0.03335985480802735,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8730564,8730564,3,Selvær,81,0.033271125337178124,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8887422,8887422,3,Selvær,82,0.03321352669623169,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N28644,8N28644,8,Lovund,83,0.03318992873324874,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M72019,8M72019,2,Træna,84,0.03313747843404769,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M71673,8M71673,3,Selvær,85,0.033055672315884535,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8917965,8917965,8,Lovund,86,0.0330159801862132,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8N28142,8N28142,8,Lovund,87,0.03280308691073084,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8M71084,8M71084,2,Træna,88,0.03247919781722879,
body_mass,1,Myken,0,2041129560,500,bpcrr_topk_avggrm,avggrm,500,,8939858,8939858,8,Lovund,89,0.03215283424113656,
