trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M31547,8M31547,5,Hestmannøy,1,0.076165877157009,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27879,8N27879,5,Hestmannøy,2,0.071480302340566,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M31711,8M31711,4,Gjerøy,3,0.06677290520730084,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N87353,8N87353,4,Gjerøy,4,0.06472721015933973,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14162,8N14162,5,Hestmannøy,5,0.059021148402894054,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14161,8N14161,5,Hestmannøy,6,0.05856902916662159,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8943743,8943743,5,Hestmannøy,7,0.05359025033645091,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N73546,8N73546,5,Hestmannøy,8,0.05268117488705896,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14010,8N14010,4,Gjerøy,9,0.05161242920238476,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27551,8N27551,5,Hestmannøy,10,0.04987015468356426,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14052,8N14052,4,Gjerøy,11,0.04974165157347935,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8L89337,8L89337,5,Hestmannøy,12,0.04863306996095342,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N42664,8N42664,4,Gjerøy,13,0.048333387668994816,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8857778,8857778,5,Hestmannøy,14,0.04765496296338591,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14958,8N14958,5,Hestmannøy,15,0.0476160043857126,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M31713,8M31713,5,Hestmannøy,16,0.043426447602241125,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8681464,8681464,5,Hestmannøy,17,0.04269618703245198,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27455,8N27455,5,Hestmannøy,18,0.04265911620767629,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N05841,8N05841,5,Hestmannøy,19,0.042058555148973054,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N73420,8N73420,5,Hestmannøy,20,0.04109596993583337,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N42645,8N42645,7,Onøy og Lurøy,21,0.03852327559533118,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28818,8N28818,5,Hestmannøy,22,0.03844594669728783,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14446,8N14446,4,Gjerøy,23,0.03818882413996827,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28873,8N28873,5,Hestmannøy,24,0.03807523690270336,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8981266,8981266,5,Hestmannøy,25,0.03794552721346814,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8P11355,8P11355,5,Hestmannøy,26,0.037095505052996636,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8P11752,8P11752,7,Onøy og Lurøy,27,0.03665703253285728,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8917962,8917962,8,Lovund,28,0.036623336940806384,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14167,8N14167,5,Hestmannøy,29,0.03649447146644473,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N87358,8N87358,4,Gjerøy,30,0.034162083711130053,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M71296,8M71296,5,Hestmannøy,31,0.034098687561810635,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28849,8N28849,5,Hestmannøy,32,0.03389573010972053,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8981036,8981036,4,Gjerøy,33,0.033016462424427295,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14937,8N14937,4,Gjerøy,34,0.032773617089104805,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28737,8N28737,2,Træna,35,0.03223095502182526,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M71532,8M71532,4,Gjerøy,36,0.03216939873654021,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14938,8N14938,4,Gjerøy,37,0.032143112908199205,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8P11751,8P11751,7,Onøy og Lurøy,38,0.032116502661714195,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8887414,8887414,5,Hestmannøy,39,0.0319304187422942,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M71502,8M71502,4,Gjerøy,40,0.031841119282641064,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8L26579,8L26579,5,Hestmannøy,41,0.03167475405283212,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14445,8N14445,4,Gjerøy,42,0.03157601354191366,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N42858,8N42858,5,Hestmannøy,43,0.031026847577774387,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14939,8N14939,4,Gjerøy,44,0.030768892224050517,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8168613,8168613,5,Hestmannøy,45,0.030065683227263263,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8747608,8747608,5,Hestmannøy,46,0.02935944662313211,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28774,8N28774,5,Hestmannøy,47,0.02935098575987958,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27407,8N27407,7,Onøy og Lurøy,48,0.029119316819484476,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8934329,8934329,5,Hestmannøy,49,0.028982899410313165,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8800477,8800477,4,Gjerøy,50,0.028757499883574275,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27241,8N27241,5,Hestmannøy,51,0.028269441021270193,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8887206,8887206,4,Gjerøy,52,0.028096159641026935,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N42633,8N42633,5,Hestmannøy,53,0.02792578502347396,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27412,8N27412,5,Hestmannøy,54,0.027901089967543577,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28679,8N28679,4,Gjerøy,55,0.0275917089386718,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28815,8N28815,5,Hestmannøy,56,0.027520845436598322,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28687,8N28687,5,Hestmannøy,57,0.02749863990574716,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M72913,8M72913,5,Hestmannøy,58,0.02706413978159161,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M72914,8M72914,5,Hestmannøy,59,0.02663835943662787,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8681054,8681054,4,Gjerøy,60,0.026327381833477107,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8800478,8800478,4,Gjerøy,61,0.026308705620366735,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8P14063,8P14063,5,Hestmannøy,62,0.025890641634580987,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8943129,8943129,4,Gjerøy,63,0.025857590207286136,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N87351,8N87351,5,Hestmannøy,64,0.025854288671813747,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8943897,8943897,5,Hestmannøy,65,0.025829722946751173,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8732648,8732648,5,Hestmannøy,66,0.025710471025640686,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28812,8N28812,5,Hestmannøy,67,0.025659773305583014,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8681213,8681213,9,Sleneset,68,0.02564480276970101,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N28682,8N28682,5,Hestmannøy,69,0.025473591887556192,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8732653,8732653,5,Hestmannøy,70,0.025444349786055427,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8P26518,8P26518,9,Sleneset,71,0.025407538742892047,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8934401,8934401,7,Onøy og Lurøy,72,0.02529969173700776,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N27249,8N27249,5,Hestmannøy,73,0.025251152403096024,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8887205,8887205,4,Gjerøy,74,0.024771428960754904,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N14116,8N14116,5,Hestmannøy,75,0.024486579222098157,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N42794,8N42794,4,Gjerøy,76,0.024392816986682303,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8N87313,8N87313,5,Hestmannøy,77,0.0240765129202368,
body_mass,6,Indre Kvarøy,0,159331124,500,bpcrr_topk_avggrm,avggrm,500,,8M71289,8M71289,5,Hestmannøy,78,0.02386696570082095,
