trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,selection_method,n_components,selection_n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,pca_dist
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N06887,8N06887,14,Southern 4,1,0.05373484771096343,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8M31651,8M31651,14,Southern 4,2,0.05244387889759816,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8M72597,8M72597,14,Southern 4,3,0.050087334706143245,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8L64060,8L64060,14,Southern 4,4,0.04602564714259261,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8L64873,8L64873,14,Southern 4,5,0.03289543163380335,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N14647,8N14647,13,Southern 3,6,0.0325735554015875,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N13141,8N13141,14,Southern 4,7,0.032112253353530025,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N27083,8N27083,14,Southern 4,8,0.031939876643175394,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8L64791,8L64791,13,Southern 3,9,0.031770397694022866,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N13625,8N13625,14,Southern 4,10,0.031506522803125096,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N13139,8N13139,14,Southern 4,11,0.03109811680599862,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N27086,8N27086,14,Southern 4,12,0.030146616349649207,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N73740,8N73740,14,Southern 4,13,0.02927140988704139,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N05957,8N05957,14,Southern 4,14,0.028905788914707128,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N06895,8N06895,14,Southern 4,15,0.028703451128060713,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N73618,8N73618,13,Southern 3,16,0.02740134369007424,
body_mass,11,Southern 1,0,1584512352,500,bpcrr_topk_avggrm,avggrm,500,,8N13064,8N13064,14,Southern 4,17,0.027384476864306846,
