trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,ringnumber,source_island,source_island_name
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19596,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19633,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19661,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19839,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19860,10,Aldra
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19917,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19919,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19921,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19951,7,Onøy og Lurøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19958,10,Aldra
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19969,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19974,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19986,6,Indre Kvarøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19988,4,Gjerøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19991,0,Nesøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L19995,0,Nesøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L26526,9,Sleneset
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L26587,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30162,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30168,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30298,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30352,7,Onøy og Lurøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30354,7,Onøy og Lurøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30372,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30396,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30416,8,Lovund
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30487,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30500,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30599,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30748,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30750,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30760,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30764,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30766,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30771,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30778,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30847,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30890,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30917,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30920,0,Nesøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30963,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L30984,9,Sleneset
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48304,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48313,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48425,7,Onøy og Lurøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48438,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48440,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48446,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48463,10,Aldra
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48478,4,Gjerøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48565,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48578,8,Lovund
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48592,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48598,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48691,10,Aldra
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48746,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48750,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48757,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L48789,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L49909,10,Aldra
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L49963,4,Gjerøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L49974,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L49991,6,Indre Kvarøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52206,8,Lovund
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52228,8,Lovund
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52243,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52249,2,Træna
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52305,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52308,5,Hestmannøy
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52315,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52340,12,Southern 2
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52344,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52353,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52366,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52379,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52381,11,Southern 1
body_mass,3,Selvær,2,1562338001,1000,pevmean_ga,8L52387,11,Southern 1
