trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,500,0.2257184218224672,,0.8971909880638123,0.0106004491068525,0.0055728061144044,0.0050276429924481,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1000,0.2281946527107712,,0.8930118083953857,0.0084181901029144,0.0037859844314813,0.004632205671433,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1500,0.2047485277982918,,0.8974030613899231,0.0065628366801461,0.0026065194825364,0.0039563171976097,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2000,0.217865213161739,,0.892865002155304,0.0049975663988312,0.0017572094616379,0.0032403569371933,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2500,0.200552559350821,,0.8990533351898193,0.0037976905449042,0.0012340996614719,0.0025635908834322,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3000,0.2122584032841443,,0.8957255482673645,0.0028161347067131,0.0008757338611687,0.0019404008455444,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3500,0.2147767103796047,,0.8946036100387573,0.0019683848267189,0.000613487068381,0.0013548977583378,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4000,0.2162564220270608,,0.8948696851730347,0.0012032833147438,0.0004120827312881,0.0007912005834557,1
body_mass,ridge,3,Selvær,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4500,0.2103876123773135,,0.897545576095581,0.0004712345319807,0.0002434299204071,0.0002278046115736,1
body_mass,ridge,8,Lovund,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,500,0.287444543654371,,0.9411325454711914,0.0086300312544114,0.0047688874017363,0.003861143852675,1
